,,Formula 1,,,,Formula 2,,,,Formula 3,,,,G+C difference
JN024405-JN024414,GQ999974,100.00,[100 - 100%],0.0009,99.61,26.30,[23.9 - 28.7%],0.1651,0.02,80.60,[77.2 - 83.6%],0.1658,95.95,0.25
JN024405-JN024414,JX976717  JX976718  JX976719  JX976720,100.00,[99.9 - 100%],0.0017,99.6,26.30,[24 - 28.8%],0.1645,0.02,80.60,[77.2 - 83.6%],0.1660,95.93,0.25
JN024405-JN024414,JX976721,67.50,[63.6 - 71.1%],0.1969,67.54,27.60,[25.2 - 30.1%],0.1563,0.04,54.80,[51.6 - 57.9%],0.3225,8.97,0.42
JN024405-JN024414,JX976729  JX976730  JX976731,100.00,[100 - 100%],0.0012,99.61,27.80,[25.4 - 30.2%],0.1553,0.04,82.30,[79 - 85.2%],0.1563,97.07,0.25
JN024405-JN024414,JX976670  JX976671,100.00,[100 - 100%],0.0006,99.61,26.80,[24.5 - 29.3%],0.1613,0.02,81.30,[78 - 84.3%],0.1618,96.46,0.21
JN024405-JN024414,JX976672-JX976680,100.00,[99.9 - 100%],0.0023,99.6,26.80,[24.5 - 29.3%],0.1612,0.02,81.10,[77.7 - 84.1%],0.1631,96.31,0.18
JN024405-JN024414,GQ999991,100.00,[100 - 100%],0.0009,99.61,26.60,[24.2 - 29.1%],0.1628,0.02,81.00,[77.7 - 84%],0.1635,96.25,0.08
JN024405-JN024414,JX976684  JX976685,100.00,[100 - 100%],0.0011,99.61,26.80,[24.4 - 29.3%],0.1616,0.02,81.20,[77.8 - 84.2%],0.1625,96.38,0.22
JN024405-JN024414,JX976686-JX976693,100.00,[99.9 - 100%],0.0019,99.6,27.50,[25.2 - 30%],0.1567,0.03,81.90,[78.6 - 84.9%],0.1583,96.86,0.21
JN024405-JN024414,JX976681-JX976683,100.00,[100 - 100%],0.0008,99.61,27.80,[25.4 - 30.3%],0.1552,0.04,82.40,[79 - 85.3%],0.1559,97.11,0.19
JN024405-JN024414,JX976632-JX976641,100.00,[100 - 100%],0.0007,99.61,26.20,[23.9 - 28.7%],0.1654,0.02,80.60,[77.2 - 83.6%],0.1660,95.93,0.06
JN024405-JN024414,JX976642,100.00,[100 - 100%],0.0006,99.61,26.10,[23.8 - 28.6%],0.1660,0.02,80.50,[77.1 - 83.5%],0.1665,95.87,0.19
JN024405-JN024414,GQ999983,100.00,[100 - 100%],0.0006,99.61,26.10,[23.8 - 28.6%],0.1660,0.02,80.50,[77.1 - 83.5%],0.1665,95.87,0.19
JN024405-JN024414,JX976646-JX976652,100.00,[100 - 100%],0.0006,99.61,26.30,[24 - 28.8%],0.1645,0.02,80.80,[77.4 - 83.8%],0.1650,96.07,0.16
JN024405-JN024414,JX976659-JX976669,100.00,[100 - 100%],0.0005,99.61,26.40,[24 - 28.9%],0.1642,0.02,80.80,[77.5 - 83.8%],0.1646,96.12,0.01
