,,Formula 1,,,,Formula 2,,,,Formula 3,,,,G+C difference
JN024159 JN024160 JN024161 JN024162 JN024163 JN024164 JN024535 JN024536 JN024572,JX976670  JX976671,100.00,[100 - 100%],0.0005,99.61,27.40,[25 - 29.9%],0.1576,0.03,82.00,[78.7 - 84.9%],0.1580,96.9,0.31
JN024159 JN024160 JN024161 JN024162 JN024163 JN024164 JN024535 JN024536 JN024572,JX976672-JX976680,100.00,[99.9 - 100%],0.0023,99.6,27.40,[25.1 - 29.9%],0.1573,0.03,81.80,[78.4 - 84.7%],0.1593,96.76,0.28
JN024159 JN024160 JN024161 JN024162 JN024163 JN024164 JN024535 JN024536 JN024572,GQ999991,100.00,[100 - 100%],0.0007,99.61,27.10,[24.8 - 29.6%],0.1592,0.03,81.70,[78.3 - 84.6%],0.1598,96.7,0.03
JN024159 JN024160 JN024161 JN024162 JN024163 JN024164 JN024535 JN024536 JN024572,JX976684  JX976685,100.00,[100 - 100%],0.0009,99.61,27.30,[25 - 29.8%],0.1579,0.03,81.90,[78.5 - 84.8%],0.1587,96.82,0.33
JN024159 JN024160 JN024161 JN024162 JN024163 JN024164 JN024535 JN024536 JN024572,JX976686-JX976693,100.00,[99.9 - 100%],0.0016,99.6,28.00,[25.7 - 30.5%],0.1536,0.04,82.50,[79.2 - 85.4%],0.1549,97.2,0.31
JN024159 JN024160 JN024161 JN024162 JN024163 JN024164 JN024535 JN024536 JN024572,JX976681-JX976683,100.00,[100 - 100%],0.0007,99.61,28.60,[26.2 - 31.1%],0.1503,0.06,83.20,[79.9 - 86.1%],0.1509,97.56,0.29
JN024159 JN024160 JN024161 JN024162 JN024163 JN024164 JN024535 JN024536 JN024572,JX976632-JX976641,100.00,[100 - 100%],0.0010,99.61,26.10,[23.8 - 28.6%],0.1659,0.02,80.50,[77.1 - 83.5%],0.1667,95.83,0.16
JN024159 JN024160 JN024161 JN024162 JN024163 JN024164 JN024535 JN024536 JN024572,JX976642,100.00,[100 - 100%],0.0006,99.61,26.00,[23.6 - 28.4%],0.1672,0.02,80.30,[76.9 - 83.3%],0.1677,95.7,0.09
JN024159 JN024160 JN024161 JN024162 JN024163 JN024164 JN024535 JN024536 JN024572,GQ999983,100.00,[100 - 100%],0.0006,99.61,26.00,[23.6 - 28.4%],0.1672,0.02,80.30,[76.9 - 83.3%],0.1677,95.7,0.09
JN024159 JN024160 JN024161 JN024162 JN024163 JN024164 JN024535 JN024536 JN024572,JX976646-JX976652,100.00,[100 - 100%],0.0003,99.62,26.40,[24 - 28.8%],0.1644,0.02,80.80,[77.5 - 83.8%],0.1646,96.12,0.26
JN024159 JN024160 JN024161 JN024162 JN024163 JN024164 JN024535 JN024536 JN024572,JX976659-JX976669,100.00,[100 - 100%],0.0004,99.61,26.40,[24 - 28.8%],0.1644,0.02,80.80,[77.4 - 83.8%],0.1647,96.1,0.11
