,,Formula 1,,,,Formula 2,,,,Formula 3,,,,G+C difference
JN024203-JN024212,GQ999974,100.00,[100 - 100%],0.0008,99.61,26.60,[24.2 - 29.1%],0.1630,0.02,81.00,[77.6 - 84%],0.1637,96.24,0.20
JN024203-JN024212,JX976717  JX976718  JX976719  JX976720,100.00,[99.9 - 100%],0.0017,99.6,26.80,[24.5 - 29.3%],0.1611,0.02,81.20,[77.8 - 84.2%],0.1625,96.38,0.19
JN024203-JN024212,JX976721,67.00,[63.2 - 70.7%],0.1995,66.15,28.20,[25.8 - 30.7%],0.1526,0.05,54.90,[51.7 - 58%],0.3216,9.22,0.03
JN024203-JN024212,JX976729  JX976730  JX976731,100.00,[100 - 100%],0.0012,99.61,27.80,[25.4 - 30.3%],0.1552,0.04,82.30,[79 - 85.2%],0.1562,97.08,0.20
JN024203-JN024212,JX976670  JX976671,100.00,[100 - 100%],0.0005,99.61,27.10,[24.7 - 29.6%],0.1595,0.03,81.70,[78.3 - 84.6%],0.1600,96.68,0.65
JN024203-JN024212,JX976672-JX976680,100.00,[99.9 - 100%],0.0023,99.6,27.50,[25.2 - 30%],0.1568,0.03,81.90,[78.5 - 84.8%],0.1587,96.82,0.63
JN024203-JN024212,GQ999991,100.00,[100 - 100%],0.0008,99.61,26.80,[24.4 - 29.3%],0.1617,0.02,81.20,[77.9 - 84.2%],0.1623,96.4,0.37
JN024203-JN024212,JX976684  JX976685,100.00,[100 - 100%],0.0010,99.61,27.10,[24.7 - 29.6%],0.1597,0.03,81.60,[78.2 - 84.5%],0.1605,96.62,0.67
JN024203-JN024212,JX976686-JX976693,100.00,[99.9 - 100%],0.0018,99.6,28.00,[25.6 - 30.5%],0.1537,0.04,82.50,[79.2 - 85.4%],0.1552,97.17,0.65
JN024203-JN024212,JX976681-JX976683,100.00,[100 - 100%],0.0007,99.61,28.30,[25.9 - 30.8%],0.1520,0.05,82.90,[79.6 - 85.8%],0.1526,97.41,0.63
JN024203-JN024212,JX976632-JX976641,99.70,[99.4 - 99.9%],0.0092,99.52,27.00,[24.7 - 29.5%],0.1601,0.03,80.30,[76.9 - 83.3%],0.1678,95.68,0.51
JN024203-JN024212,JX976642,99.20,[98.6 - 99.6%],0.0161,99.43,26.40,[24 - 28.9%],0.1642,0.02,78.60,[75.1 - 81.6%],0.1776,94.01,0.26
JN024203-JN024212,GQ999983,99.20,[98.6 - 99.6%],0.0161,99.43,26.40,[24 - 28.9%],0.1642,0.02,78.60,[75.1 - 81.6%],0.1776,94.01,0.26
JN024203-JN024212,JX976646-JX976652,99.60,[99.2 - 99.8%],0.0105,99.51,26.90,[24.6 - 29.4%],0.1606,0.03,80.00,[76.6 - 83%],0.1694,95.44,0.61
JN024203-JN024212,JX976659-JX976669,99.70,[99.4 - 99.9%],0.0085,99.53,27.10,[24.7 - 29.6%],0.1596,0.03,80.50,[77.1 - 83.5%],0.1667,95.83,0.45
