,,Formula 1,,,,Formula 2,,,,Formula 3,,,,G+C difference
JN024364-JN024375,JN024512-JN024520,100.00,[99.9 - 100%],0.0016,99.6,41.50,[39 - 44%],0.0947,3.87,92.00,[89.5 - 93.9%],0.0961,99.63,0.50
JN024364-JN024375,JN024265  JN024266  JN024267  JN024268  JN024269  JN024270  JN024271  JN024272  JN024273  JN024521,100.00,[100 - 100%],0.0000,99.62,41.50,[39 - 44%],0.0947,3.87,92.20,[89.7 - 94.1%],0.0947,99.65,0.49
JN024364-JN024375,JN024274-JN024282,100.00,[100 - 100%],0.0006,99.61,41.80,[39.3 - 44.4%],0.0935,4.22,92.30,[89.8 - 94.2%],0.0940,99.66,0.23
JN024364-JN024375,JN024284-JN024292,100.00,[100 - 100%],0.0006,99.61,42.00,[39.5 - 44.6%],0.0929,4.4,92.40,[89.9 - 94.2%],0.0935,99.67,0.20
JN024364-JN024375,JN024293-JN024302,100.00,[100 - 100%],0.0006,99.61,42.00,[39.5 - 44.6%],0.0929,4.41,92.40,[89.9 - 94.2%],0.0935,99.67,0.20
JN024364-JN024375,JN024303-JN024312,100.00,[100 - 100%],0.0006,99.61,41.60,[39.1 - 44.1%],0.0944,3.96,92.20,[89.7 - 94.1%],0.0949,99.65,0.30
JN024364-JN024375,JN024313-JN024321,100.00,[100 - 100%],0.0006,99.61,42.00,[39.5 - 44.6%],0.0930,4.39,92.30,[89.9 - 94.2%],0.0935,99.67,0.21
JN024364-JN024375,JN024322  JN024323  JN024324  JN024325  JN024326  JN024327  JN024328  JN024329  JN024330  JN024498,100.00,[100 - 100%],0.0000,99.62,42.00,[39.5 - 44.5%],0.0931,4.33,92.40,[90 - 94.3%],0.0931,99.67,0.27
JN024364-JN024375,JN024331  JN024332  JN024333  JN024334  JN024335  JN024336  JN024337  JN024338  JN024499  JN024500,100.00,[100 - 100%],0.0000,99.62,42.10,[39.6 - 44.7%],0.0926,4.51,92.50,[90.1 - 94.3%],0.0926,99.68,0.28
JN024364-JN024375,JN024100  JN024101  JN024103  JN024104  JN024105  JN024106  JN024107  JN024108  JN024109,100.00,[99.9 - 100%],0.0017,99.6,41.20,[38.7 - 43.8%],0.0955,3.65,91.80,[89.3 - 93.8%],0.0970,99.62,0.20
JN024364-JN024375,JN024110-JN024119,100.00,[100 - 100%],0.0006,99.61,41.10,[38.6 - 43.6%],0.0959,3.53,91.90,[89.4 - 93.9%],0.0964,99.63,0.18
JN024364-JN024375,JN024120-JN024129,100.00,[99.9 - 100%],0.0017,99.6,41.30,[38.8 - 43.8%],0.0953,3.7,91.90,[89.4 - 93.8%],0.0968,99.62,0.16
JN024364-JN024375,JN024130-JN024138,100.00,[100 - 100%],0.0005,99.61,41.20,[38.7 - 43.8%],0.0954,3.67,92.00,[89.5 - 93.9%],0.0958,99.64,0.19
JN024364-JN024375,JN024139-JN024148,100.00,[100 - 100%],0.0008,99.61,41.70,[39.2 - 44.2%],0.0941,4.04,92.20,[89.7 - 94.1%],0.0948,99.65,0.14
JN024364-JN024375,JN024149  JN024150  JN024151  JN024152  JN024153  JN024154  JN024155  JN024156  JN024157  JN024158  JN024493  JN024494  JN024533  JN024534,100.00,[100 - 100%],0.0000,99.62,41.80,[39.3 - 44.4%],0.0935,4.21,92.30,[89.9 - 94.2%],0.0935,99.67,0.12
JN024364-JN024375,JN024159  JN024160  JN024161  JN024162  JN024163  JN024164  JN024535  JN024536  JN024572,100.00,[100 - 100%],0.0006,99.61,41.40,[38.9 - 43.9%],0.0950,3.78,92.10,[89.6 - 94%],0.0955,99.64,0.17
JN024364-JN024375,JN024165  JN024166  JN024167  JN024168  JN024169  JN024170  JN024171  JN024172  JN024173  JN024495  JN024537,100.00,[100 - 100%],0.0002,99.62,42.80,[40.3 - 45.3%],0.0907,5.19,92.70,[90.3 - 94.5%],0.0908,99.7,0.18
JN024364-JN024375,JN024174  JN024175  JN024176  JN024177  JN024179  JN024180  JN024181,100.00,[100 - 100%],0.0000,99.62,40.80,[38.3 - 43.3%],0.0968,3.3,91.90,[89.4 - 93.8%],0.0968,99.62,0.19
JN024364-JN024375,JN024182  JN024183  JN024184  JN024185  JN024186  JN024524  JN024525  JN024526  JN024527  JN024528,100.00,[100 - 100%],0.0008,99.61,43.40,[40.8 - 45.9%],0.0889,5.9,92.90,[90.5 - 94.7%],0.0896,99.71,0.17
JN024364-JN024375,JN024187  JN024188  JN024189  JN024190  JN024191  JN024192  JN024529  JN024530  JN024531  JN024532,100.00,[100 - 100%],0.0000,99.62,41.40,[38.9 - 43.9%],0.0950,3.79,92.10,[89.7 - 94.1%],0.0950,99.65,0.16
JN024364-JN024375,JN024193-JN024202,100.00,[100 - 100%],0.0002,99.62,40.90,[38.5 - 43.5%],0.0963,3.42,91.90,[89.4 - 93.9%],0.0965,99.63,0.15
JN024364-JN024375,JX976707  JX976708  JX976709,100.00,[99.9 - 100%],0.0016,99.6,26.80,[24.4 - 29.3%],0.1614,0.02,81.20,[77.8 - 84.1%],0.1628,96.35,0.24
JN024364-JN024375,JX976710  JX976711  JX976712  JX976713  JX976715  JX976716,100.00,[99.9 - 100%],0.0029,99.59,27.20,[24.8 - 29.7%],0.1589,0.03,81.40,[78 - 84.4%],0.1614,96.52,0.23
JN024364-JN024375,GQ999974,100.00,[100 - 100%],0.0008,99.61,26.40,[24.1 - 28.9%],0.1639,0.02,80.90,[77.5 - 83.8%],0.1645,96.13,0.31
JN024364-JN024375,JX976717  JX976718  JX976719  JX976720,100.00,[99.9 - 100%],0.0022,99.6,27.00,[24.6 - 29.5%],0.1603,0.03,81.30,[77.9 - 84.2%],0.1621,96.43,0.32
JN024364-JN024375,JX976721,66.90,[63.1 - 70.6%],0.2000,65.87,27.60,[25.2 - 30.1%],0.1564,0.04,54.40,[51.3 - 57.5%],0.3251,8.24,0.49
JN024364-JN024375,JX976729  JX976730  JX976731,99.50,[99 - 99.7%],0.0128,99.48,28.30,[26 - 30.8%],0.1517,0.05,81.20,[77.8 - 84.2%],0.1625,96.38,0.31
JN024364-JN024375,JX976670  JX976671,100.00,[100 - 100%],0.0008,99.61,27.10,[24.8 - 29.6%],0.1593,0.03,81.60,[78.3 - 84.6%],0.1600,96.68,0.14
JN024364-JN024375,JX976672-JX976680,99.90,[99.8 - 100%],0.0034,99.59,27.80,[25.4 - 30.3%],0.1550,0.04,82.00,[78.7 - 84.9%],0.1578,96.91,0.11
JN024364-JN024375,GQ999991,100.00,[100 - 100%],0.0008,99.61,26.80,[24.4 - 29.2%],0.1617,0.02,81.20,[77.9 - 84.2%],0.1624,96.4,0.14
JN024364-JN024375,JX976684  JX976685,100.00,[100 - 100%],0.0013,99.61,27.10,[24.7 - 29.6%],0.1596,0.03,81.50,[78.2 - 84.5%],0.1607,96.6,0.16
JN024364-JN024375,JX976686-JX976693,100.00,[99.9 - 100%],0.0028,99.59,28.40,[26 - 30.9%],0.1516,0.05,82.70,[79.4 - 85.6%],0.1540,97.29,0.14
JN024364-JN024375,JX976681-JX976683,100.00,[100 - 100%],0.0009,99.61,28.20,[25.8 - 30.7%],0.1527,0.05,82.80,[79.5 - 85.6%],0.1535,97.33,0.12
JN024364-JN024375,JX976632-JX976641,100.00,[99.9 - 100%],0.0019,99.6,27.10,[24.7 - 29.6%],0.1597,0.03,81.40,[78.1 - 84.4%],0.1613,96.52,0.01
JN024364-JN024375,JX976642,100.00,[100 - 100%],0.0008,99.61,26.30,[24 - 28.8%],0.1648,0.02,80.70,[77.3 - 83.7%],0.1655,96,0.26
JN024364-JN024375,GQ999983,100.00,[100 - 100%],0.0008,99.61,26.30,[24 - 28.8%],0.1648,0.02,80.70,[77.3 - 83.7%],0.1655,96,0.26
JN024364-JN024375,JX976646-JX976652,100.00,[99.9 - 100%],0.0016,99.6,27.10,[24.7 - 29.6%],0.1596,0.03,81.50,[78.1 - 84.4%],0.1610,96.57,0.09
JN024364-JN024375,JX976659-JX976669,100.00,[99.9 - 100%],0.0018,99.6,27.30,[24.9 - 29.8%],0.1584,0.03,81.70,[78.3 - 84.6%],0.1599,96.69,0.06
