,,Formula 1,,,,Formula 2,,,,Formula 3,,,,G+C difference
JN024354-JN024363,JN024187  JN024188  JN024189  JN024190  JN024191  JN024192  JN024529  JN024530  JN024531  JN024532,100.00,[100 - 100%],0.0015,99.6,41.20,[38.7 - 43.8%],0.0955,3.65,91.90,[89.4 - 93.8%],0.0968,99.62,0.17
JN024354-JN024363,JN024193-JN024202,100.00,[100 - 100%],0.0005,99.61,40.80,[38.3 - 43.4%],0.0967,3.34,91.80,[89.3 - 93.8%],0.0971,99.62,0.15
JN024354-JN024363,JX976707  JX976708  JX976709,100.00,[99.9 - 100%],0.0019,99.6,26.80,[24.5 - 29.3%],0.1612,0.02,81.20,[77.8 - 84.1%],0.1627,96.35,0.24
JN024354-JN024363,JX976710  JX976711  JX976712  JX976713  JX976715  JX976716,100.00,[99.9 - 100%],0.0027,99.59,27.20,[24.8 - 29.7%],0.1591,0.03,81.40,[78.1 - 84.4%],0.1613,96.53,0.23
JN024354-JN024363,GQ999974,100.00,[100 - 100%],0.0015,99.6,26.50,[24.2 - 29%],0.1633,0.02,80.90,[77.5 - 83.8%],0.1646,96.12,0.32
JN024354-JN024363,JX976717  JX976718  JX976719  JX976720,100.00,[99.9 - 100%],0.0022,99.6,27.00,[24.6 - 29.5%],0.1602,0.03,81.30,[77.9 - 84.2%],0.1621,96.43,0.33
JN024354-JN024363,JX976721,67.30,[63.4 - 70.9%],0.1981,66.89,27.70,[25.4 - 30.2%],0.1555,0.04,54.70,[51.6 - 57.8%],0.3228,8.88,0.49
JN024354-JN024363,JX976729  JX976730  JX976731,100.00,[99.9 - 100%],0.0017,99.6,28.20,[25.8 - 30.7%],0.1526,0.05,82.70,[79.4 - 85.6%],0.1541,97.28,0.32
JN024354-JN024363,JX976670  JX976671,100.00,[100 - 100%],0.0012,99.61,27.20,[24.9 - 29.7%],0.1587,0.03,81.70,[78.3 - 84.6%],0.1598,96.7,0.13
JN024354-JN024363,JX976672-JX976680,100.00,[99.9 - 100%],0.0027,99.59,27.80,[25.4 - 30.3%],0.1550,0.04,82.10,[78.8 - 85%],0.1572,96.97,0.10
JN024354-JN024363,GQ999991,100.00,[100 - 100%],0.0015,99.6,26.90,[24.5 - 29.3%],0.1611,0.02,81.20,[77.9 - 84.2%],0.1623,96.4,0.15
JN024354-JN024363,JX976684  JX976685,100.00,[99.9 - 100%],0.0017,99.6,27.20,[24.8 - 29.7%],0.1590,0.03,81.60,[78.2 - 84.5%],0.1604,96.63,0.15
JN024354-JN024363,JX976686-JX976693,100.00,[99.9 - 100%],0.0023,99.6,28.30,[25.9 - 30.8%],0.1520,0.05,82.70,[79.4 - 85.6%],0.1539,97.3,0.13
JN024354-JN024363,JX976681-JX976683,100.00,[100 - 100%],0.0014,99.61,28.10,[25.8 - 30.6%],0.1529,0.05,82.70,[79.4 - 85.6%],0.1540,97.29,0.11
JN024354-JN024363,JX976632-JX976641,100.00,[100 - 100%],0.0011,99.61,27.00,[24.6 - 29.4%],0.1604,0.03,81.40,[78 - 84.4%],0.1613,96.52,0.01
JN024354-JN024363,JX976642,100.00,[100 - 100%],0.0013,99.61,26.30,[24 - 28.8%],0.1645,0.02,80.70,[77.3 - 83.7%],0.1656,95.98,0.26
JN024354-JN024363,GQ999983,100.00,[100 - 100%],0.0013,99.61,26.30,[24 - 28.8%],0.1645,0.02,80.70,[77.3 - 83.7%],0.1656,95.98,0.26
JN024354-JN024363,JX976646-JX976652,100.00,[100 - 100%],0.0010,99.61,27.00,[24.6 - 29.5%],0.1602,0.03,81.50,[78.1 - 84.4%],0.1610,96.56,0.09
JN024354-JN024363,JX976659-JX976669,100.00,[100 - 100%],0.0008,99.61,27.10,[24.8 - 29.6%],0.1592,0.03,81.70,[78.3 - 84.6%],0.1599,96.69,0.07
