,,Formula 1,,,,Formula 2,,,,Formula 3,,,,G+C difference
JN024415 JN024416 JN024417 JN024418 JN024419 JN024420 JN024421 JN024554 JN024555 JN024556,JN024284-JN024292,100.00,[100 - 100%],0.0009,99.61,40.30,[37.8 - 42.8%],0.0985,2.9,91.50,[89 - 93.5%],0.0993,99.59,0.15
JN024415 JN024416 JN024417 JN024418 JN024419 JN024420 JN024421 JN024554 JN024555 JN024556,JN024293-JN024302,100.00,[100 - 100%],0.0008,99.61,40.20,[37.7 - 42.7%],0.0988,2.84,91.50,[88.9 - 93.5%],0.0995,99.59,0.15
JN024415 JN024416 JN024417 JN024418 JN024419 JN024420 JN024421 JN024554 JN024555 JN024556,JN024303-JN024312,100.00,[100 - 100%],0.0008,99.61,39.70,[37.3 - 42.3%],0.1003,2.54,91.30,[88.7 - 93.3%],0.1011,99.56,0.25
JN024415 JN024416 JN024417 JN024418 JN024419 JN024420 JN024421 JN024554 JN024555 JN024556,JN024313-JN024321,100.00,[100 - 100%],0.0009,99.61,40.20,[37.7 - 42.7%],0.0987,2.86,91.50,[88.9 - 93.5%],0.0995,99.59,0.17
JN024415 JN024416 JN024417 JN024418 JN024419 JN024420 JN024421 JN024554 JN024555 JN024556,JN024322  JN024323  JN024324  JN024325  JN024326  JN024327  JN024328  JN024329  JN024330  JN024498,100.00,[100 - 100%],0.0013,99.61,40.10,[37.6 - 42.6%],0.0992,2.77,91.40,[88.8 - 93.4%],0.1003,99.58,0.22
JN024415 JN024416 JN024417 JN024418 JN024419 JN024420 JN024421 JN024554 JN024555 JN024556,JN024331  JN024332  JN024333  JN024334  JN024335  JN024336  JN024337  JN024338  JN024499  JN024500,100.00,[100 - 100%],0.0013,99.61,40.30,[37.8 - 42.9%],0.0984,2.94,91.50,[88.9 - 93.5%],0.0995,99.59,0.23
JN024415 JN024416 JN024417 JN024418 JN024419 JN024420 JN024421 JN024554 JN024555 JN024556,JN024100  JN024101  JN024103  JN024104  JN024105  JN024106  JN024107  JN024108  JN024109,100.00,[100 - 100%],0.0002,99.62,39.30,[36.9 - 41.9%],0.1017,2.3,91.20,[88.5 - 93.2%],0.1018,99.55,0.15
JN024415 JN024416 JN024417 JN024418 JN024419 JN024420 JN024421 JN024554 JN024555 JN024556,JN024110-JN024119,100.00,[100 - 100%],0.0008,99.61,39.10,[36.7 - 41.7%],0.1024,2.18,91.00,[88.3 - 93%],0.1031,99.53,0.13
JN024415 JN024416 JN024417 JN024418 JN024419 JN024420 JN024421 JN024554 JN024555 JN024556,JN024120-JN024129,100.00,[100 - NaN%],0.0000,99.62,39.30,[36.8 - 41.8%],0.1017,2.28,91.20,[88.6 - 93.2%],0.1017,99.55,0.11
JN024415 JN024416 JN024417 JN024418 JN024419 JN024420 JN024421 JN024554 JN024555 JN024556,JN024130-JN024138,100.00,[100 - 100%],0.0009,99.61,39.40,[36.9 - 41.9%],0.1016,2.31,91.10,[88.5 - 93.1%],0.1024,99.54,0.15
JN024415 JN024416 JN024417 JN024418 JN024419 JN024420 JN024421 JN024554 JN024555 JN024556,JN024139-JN024148,100.00,[100 - NaN%],0.0000,99.62,39.60,[37.1 - 42.1%],0.1009,2.44,91.30,[88.7 - 93.3%],0.1009,99.57,0.10
JN024415 JN024416 JN024417 JN024418 JN024419 JN024420 JN024421 JN024554 JN024555 JN024556,JN024149  JN024150  JN024151  JN024152  JN024153  JN024154  JN024155  JN024156  JN024157  JN024158  JN024493  JN024494  JN024533  JN024534,100.00,[100 - 100%],0.0011,99.61,39.50,[37 - 42%],0.1012,2.38,91.10,[88.5 - 93.2%],0.1021,99.55,0.08
JN024415 JN024416 JN024417 JN024418 JN024419 JN024420 JN024421 JN024554 JN024555 JN024556,JN024159  JN024160  JN024161  JN024162  JN024163  JN024164  JN024535  JN024536  JN024572,100.00,[100 - NaN%],0.0000,99.62,39.50,[37 - 42%],0.1011,2.39,91.30,[88.7 - 93.3%],0.1011,99.56,0.13
JN024415 JN024416 JN024417 JN024418 JN024419 JN024420 JN024421 JN024554 JN024555 JN024556,JN024165  JN024166  JN024167  JN024168  JN024169  JN024170  JN024171  JN024172  JN024173  JN024495  JN024537,100.00,[100 - NaN%],0.0000,99.62,40.70,[38.2 - 43.2%],0.0972,3.2,91.80,[89.3 - 93.8%],0.0972,99.62,0.13
JN024415 JN024416 JN024417 JN024418 JN024419 JN024420 JN024421 JN024554 JN024555 JN024556,JN024174  JN024175  JN024176  JN024177  JN024179  JN024180  JN024181,100.00,[100 - 100%],0.0015,99.6,39.10,[36.6 - 41.6%],0.1024,2.17,90.90,[88.2 - 93%],0.1038,99.52,0.14
JN024415 JN024416 JN024417 JN024418 JN024419 JN024420 JN024421 JN024554 JN024555 JN024556,JN024182  JN024183  JN024184  JN024185  JN024186  JN024524  JN024525  JN024526  JN024527  JN024528,100.00,[100 - NaN%],0.0000,99.62,41.30,[38.8 - 43.8%],0.0953,3.68,92.10,[89.6 - 94%],0.0953,99.64,0.12
JN024415 JN024416 JN024417 JN024418 JN024419 JN024420 JN024421 JN024554 JN024555 JN024556,JN024187  JN024188  JN024189  JN024190  JN024191  JN024192  JN024529  JN024530  JN024531  JN024532,100.00,[100 - 100%],0.0013,99.61,39.40,[36.9 - 41.9%],0.1016,2.31,91.00,[88.4 - 93.1%],0.1027,99.54,0.11
JN024415 JN024416 JN024417 JN024418 JN024419 JN024420 JN024421 JN024554 JN024555 JN024556,JN024193-JN024202,100.00,[100 - 100%],0.0001,99.62,38.90,[36.5 - 41.5%],0.1031,2.07,91.00,[88.3 - 93%],0.1031,99.53,0.10
JN024415 JN024416 JN024417 JN024418 JN024419 JN024420 JN024421 JN024554 JN024555 JN024556,JX976707  JX976708  JX976709,100.00,[100 - 100%],0.0013,99.61,26.30,[24 - 28.8%],0.1648,0.02,80.60,[77.2 - 83.6%],0.1658,95.96,0.19
JN024415 JN024416 JN024417 JN024418 JN024419 JN024420 JN024421 JN024554 JN024555 JN024556,JX976710  JX976711  JX976712  JX976713  JX976715  JX976716,100.00,[99.9 - 100%],0.0022,99.6,26.30,[24 - 28.8%],0.1646,0.02,80.50,[77.1 - 83.5%],0.1664,95.88,0.18
JN024415 JN024416 JN024417 JN024418 JN024419 JN024420 JN024421 JN024554 JN024555 JN024556,GQ999974,100.00,[100 - 100%],0.0008,99.61,26.20,[23.9 - 28.7%],0.1652,0.02,80.60,[77.2 - 83.6%],0.1658,95.95,0.27
JN024415 JN024416 JN024417 JN024418 JN024419 JN024420 JN024421 JN024554 JN024555 JN024556,JX976717  JX976718  JX976719  JX976720,100.00,[99.9 - 100%],0.0017,99.6,26.30,[24 - 28.8%],0.1646,0.02,80.60,[77.2 - 83.6%],0.1660,95.93,0.27
JN024415 JN024416 JN024417 JN024418 JN024419 JN024420 JN024421 JN024554 JN024555 JN024556,JX976721,67.50,[63.6 - 71.1%],0.1970,67.48,27.60,[25.2 - 30%],0.1566,0.03,54.70,[51.6 - 57.8%],0.3228,8.89,0.44
JN024415 JN024416 JN024417 JN024418 JN024419 JN024420 JN024421 JN024554 JN024555 JN024556,JX976729  JX976730  JX976731,100.00,[100 - 100%],0.0011,99.61,27.80,[25.4 - 30.3%],0.1552,0.04,82.30,[79 - 85.2%],0.1561,97.09,0.27
JN024415 JN024416 JN024417 JN024418 JN024419 JN024420 JN024421 JN024554 JN024555 JN024556,JX976670  JX976671,100.00,[100 - 100%],0.0006,99.61,26.80,[24.4 - 29.3%],0.1616,0.02,81.30,[77.9 - 84.2%],0.1621,96.43,0.19
JN024415 JN024416 JN024417 JN024418 JN024419 JN024420 JN024421 JN024554 JN024555 JN024556,JX976672-JX976680,100.00,[99.9 - 100%],0.0023,99.6,26.80,[24.4 - 29.3%],0.1615,0.02,81.10,[77.7 - 84%],0.1634,96.27,0.16
JN024415 JN024416 JN024417 JN024418 JN024419 JN024420 JN024421 JN024554 JN024555 JN024556,GQ999991,100.00,[100 - 100%],0.0008,99.61,26.50,[24.2 - 29%],0.1632,0.02,81.00,[77.6 - 84%],0.1638,96.22,0.10
JN024415 JN024416 JN024417 JN024418 JN024419 JN024420 JN024421 JN024554 JN024555 JN024556,JX976684  JX976685,100.00,[100 - 100%],0.0010,99.61,26.70,[24.4 - 29.2%],0.1619,0.02,81.20,[77.8 - 84.1%],0.1628,96.35,0.20
JN024415 JN024416 JN024417 JN024418 JN024419 JN024420 JN024421 JN024554 JN024555 JN024556,JX976686-JX976693,100.00,[99.9 - 100%],0.0018,99.6,27.50,[25.1 - 30%],0.1570,0.03,81.90,[78.6 - 84.8%],0.1585,96.84,0.19
JN024415 JN024416 JN024417 JN024418 JN024419 JN024420 JN024421 JN024554 JN024555 JN024556,JX976681-JX976683,100.00,[100 - 100%],0.0008,99.61,27.80,[25.4 - 30.2%],0.1553,0.04,82.40,[79 - 85.3%],0.1559,97.1,0.17
JN024415 JN024416 JN024417 JN024418 JN024419 JN024420 JN024421 JN024554 JN024555 JN024556,JX976632-JX976641,100.00,[100 - 100%],0.0007,99.61,26.20,[23.8 - 28.6%],0.1658,0.02,80.50,[77.1 - 83.5%],0.1664,95.87,0.04
JN024415 JN024416 JN024417 JN024418 JN024419 JN024420 JN024421 JN024554 JN024555 JN024556,JX976642,100.00,[100 - 100%],0.0006,99.61,26.10,[23.8 - 28.6%],0.1661,0.02,80.50,[77.1 - 83.5%],0.1666,95.85,0.21
JN024415 JN024416 JN024417 JN024418 JN024419 JN024420 JN024421 JN024554 JN024555 JN024556,GQ999983,100.00,[100 - 100%],0.0006,99.61,26.10,[23.8 - 28.6%],0.1661,0.02,80.50,[77.1 - 83.5%],0.1666,95.85,0.21
JN024415 JN024416 JN024417 JN024418 JN024419 JN024420 JN024421 JN024554 JN024555 JN024556,JX976646-JX976652,100.00,[100 - 100%],0.0005,99.61,26.30,[24 - 28.8%],0.1647,0.02,80.70,[77.4 - 83.7%],0.1652,96.04,0.14
JN024415 JN024416 JN024417 JN024418 JN024419 JN024420 JN024421 JN024554 JN024555 JN024556,JX976659-JX976669,100.00,[100 - 100%],0.0004,99.61,26.30,[24 - 28.8%],0.1646,0.02,80.80,[77.4 - 83.8%],0.1649,96.08,0.02
