,,Formula 1,,,,Formula 2,,,,Formula 3,,,,G+C difference
JN024293-JN024302,JN024159  JN024160  JN024161  JN024162  JN024163  JN024164  JN024535  JN024536  JN024572,100.00,[100 - 100%],0.0004,99.61,43.80,[41.2 - 46.3%],0.0877,6.42,93.10,[90.8 - 94.9%],0.0881,99.72,0.03
JN024293-JN024302,JN024165  JN024166  JN024167  JN024168  JN024169  JN024170  JN024171  JN024172  JN024173  JN024495  JN024537,100.00,[100 - 100%],0.0001,99.62,45.30,[42.8 - 47.9%],0.0834,8.74,93.70,[91.5 - 95.4%],0.0835,99.76,0.02
JN024293-JN024302,JN024174  JN024175  JN024176  JN024177  JN024179  JN024180  JN024181,100.00,[100 - 100%],0.0007,99.61,43.30,[40.8 - 45.9%],0.0890,5.87,92.90,[90.5 - 94.7%],0.0896,99.71,0.01
JN024293-JN024302,JN024182  JN024183  JN024184  JN024185  JN024186  JN024524  JN024525  JN024526  JN024527  JN024528,100.00,[100 - 100%],0.0005,99.61,45.70,[43.2 - 48.3%],0.0823,9.44,93.80,[91.6 - 95.4%],0.0827,99.77,0.03
JN024293-JN024302,JN024187  JN024188  JN024189  JN024190  JN024191  JN024192  JN024529  JN024530  JN024531  JN024532,100.00,[100 - 100%],0.0007,99.61,43.50,[41 - 46.1%],0.0885,6.08,93.00,[90.6 - 94.7%],0.0891,99.71,0.04
JN024293-JN024302,JN024193-JN024202,100.00,[100 - 100%],0.0001,99.62,43.10,[40.6 - 45.6%],0.0897,5.55,92.90,[90.5 - 94.7%],0.0898,99.71,0.05
JN024293-JN024302,JX976707  JX976708  JX976709,99.60,[99.3 - 99.8%],0.0102,99.51,27.40,[25.1 - 29.9%],0.1574,0.03,80.60,[77.2 - 83.6%],0.1660,95.94,0.04
JN024293-JN024302,JX976710  JX976711  JX976712  JX976713  JX976715  JX976716,99.60,[99.2 - 99.8%],0.0103,99.51,27.50,[25.1 - 30%],0.1571,0.03,80.60,[77.3 - 83.6%],0.1657,95.96,0.03
JN024293-JN024302,GQ999974,99.60,[99.2 - 99.8%],0.0105,99.51,27.30,[25 - 29.8%],0.1580,0.03,80.50,[77.1 - 83.5%],0.1668,95.83,0.12
JN024293-JN024302,JX976717  JX976718  JX976719  JX976720,99.60,[99.2 - 99.8%],0.0103,99.51,27.40,[25.1 - 29.9%],0.1572,0.03,80.60,[77.2 - 83.6%],0.1658,95.95,0.12
JN024293-JN024302,JX976721,67.20,[63.3 - 70.8%],0.1988,66.55,27.80,[25.5 - 30.3%],0.1548,0.04,54.70,[51.6 - 57.8%],0.3228,8.89,0.29
JN024293-JN024302,JX976729  JX976730  JX976731,98.40,[97.3 - 99.1%],0.0253,99.29,27.50,[25.2 - 30%],0.1566,0.03,78.50,[75.1 - 81.6%],0.1779,93.95,0.12
JN024293-JN024302,JX976670  JX976671,99.60,[99.2 - 99.8%],0.0107,99.5,28.30,[25.9 - 30.8%],0.1519,0.05,81.50,[78.1 - 84.4%],0.1610,96.57,0.34
JN024293-JN024302,JX976672-JX976680,99.60,[99.2 - 99.8%],0.0109,99.5,28.30,[25.9 - 30.8%],0.1518,0.05,81.50,[78.1 - 84.4%],0.1610,96.56,0.31
JN024293-JN024302,GQ999991,92.00,[89 - 94.2%],0.0698,97.92,28.50,[26.1 - 31%],0.1508,0.05,72.80,[69.4 - 76.1%],0.2101,83.41,0.06
JN024293-JN024302,JX976684  JX976685,99.60,[99.1 - 99.8%],0.0112,99.5,28.30,[25.9 - 30.8%],0.1520,0.05,81.40,[78 - 84.3%],0.1615,96.5,0.36
JN024293-JN024302,JX976686-JX976693,99.10,[98.4 - 99.5%],0.0174,99.42,28.20,[25.9 - 30.7%],0.1522,0.05,80.40,[77 - 83.4%],0.1670,95.79,0.34
JN024293-JN024302,JX976681-JX976683,100.00,[100 - 100%],0.0009,99.61,29.20,[26.8 - 31.7%],0.1469,0.07,83.80,[80.5 - 86.6%],0.1477,97.81,0.32
JN024293-JN024302,JX976632-JX976641,99.70,[99.3 - 99.8%],0.0097,99.52,27.30,[24.9 - 29.8%],0.1584,0.03,80.50,[77.1 - 83.5%],0.1666,95.85,0.19
JN024293-JN024302,JX976642,99.50,[99.1 - 99.8%],0.0118,99.49,27.20,[24.9 - 29.7%],0.1586,0.03,80.10,[76.7 - 83.2%],0.1686,95.56,0.06
JN024293-JN024302,GQ999983,99.50,[99.1 - 99.8%],0.0118,99.49,27.20,[24.9 - 29.7%],0.1586,0.03,80.10,[76.7 - 83.2%],0.1686,95.56,0.06
JN024293-JN024302,JX976646-JX976652,99.60,[99.3 - 99.8%],0.0101,99.51,27.40,[25 - 29.9%],0.1575,0.03,80.60,[77.2 - 83.6%],0.1659,95.94,0.29
JN024293-JN024302,JX976659-JX976669,99.70,[99.3 - 99.9%],0.0093,99.52,27.40,[25.1 - 29.9%],0.1573,0.03,80.70,[77.4 - 83.7%],0.1652,96.04,0.14
