,,Formula 1,,,,Formula 2,,,,Formula 3,,,,G+C difference
JN024540 JN024538 JN024352 JN024350 JN024571 JN024541 JN024539 JN024353 JN024351 JN024349,JN024293-JN024302,100.00,[100 - 100%],0.0006,99.61,41.40,[38.9 - 43.9%],0.0949,3.81,92.10,[89.6 - 94%],0.0954,99.64,0.15
JN024540 JN024538 JN024352 JN024350 JN024571 JN024541 JN024539 JN024353 JN024351 JN024349,JN024303-JN024312,100.00,[100 - 100%],0.0005,99.61,40.90,[38.4 - 43.5%],0.0964,3.41,91.90,[89.4 - 93.8%],0.0968,99.62,0.25
JN024540 JN024538 JN024352 JN024350 JN024571 JN024541 JN024539 JN024353 JN024351 JN024349,JN024313-JN024321,100.00,[100 - 100%],0.0005,99.61,41.40,[38.9 - 43.9%],0.0949,3.81,92.10,[89.6 - 94%],0.0954,99.64,0.16
JN024540 JN024538 JN024352 JN024350 JN024571 JN024541 JN024539 JN024353 JN024351 JN024349,JN024322  JN024323  JN024324  JN024325  JN024326  JN024327  JN024328  JN024329  JN024330  JN024498,100.00,[100 - 100%],0.0000,99.62,41.30,[38.8 - 43.9%],0.0952,3.73,92.10,[89.6 - 94%],0.0952,99.65,0.22
JN024540 JN024538 JN024352 JN024350 JN024571 JN024541 JN024539 JN024353 JN024351 JN024349,JN024331  JN024332  JN024333  JN024334  JN024335  JN024336  JN024337  JN024338  JN024499  JN024500,100.00,[100 - 100%],0.0000,99.62,41.50,[39 - 44%],0.0946,3.88,92.20,[89.7 - 94.1%],0.0946,99.65,0.23
JN024540 JN024538 JN024352 JN024350 JN024571 JN024541 JN024539 JN024353 JN024351 JN024349,JN024100  JN024101  JN024103  JN024104  JN024105  JN024106  JN024107  JN024108  JN024109,100.00,[99.9 - 100%],0.0018,99.6,40.60,[38.1 - 43.1%],0.0975,3.13,91.50,[89 - 93.5%],0.0991,99.59,0.15
JN024540 JN024538 JN024352 JN024350 JN024571 JN024541 JN024539 JN024353 JN024351 JN024349,JN024110-JN024119,100.00,[100 - 100%],0.0005,99.61,40.40,[37.9 - 42.9%],0.0981,3,91.60,[89.1 - 93.6%],0.0986,99.6,0.13
JN024540 JN024538 JN024352 JN024350 JN024571 JN024541 JN024539 JN024353 JN024351 JN024349,JN024120-JN024129,100.00,[99.9 - 100%],0.0017,99.6,40.60,[38.1 - 43.2%],0.0974,3.16,91.60,[89 - 93.6%],0.0990,99.6,0.10
JN024540 JN024538 JN024352 JN024350 JN024571 JN024541 JN024539 JN024353 JN024351 JN024349,JN024130-JN024138,100.00,[100 - 100%],0.0005,99.61,40.60,[38.1 - 43.1%],0.0975,3.15,91.70,[89.2 - 93.7%],0.0979,99.61,0.14
JN024540 JN024538 JN024352 JN024350 JN024571 JN024541 JN024539 JN024353 JN024351 JN024349,JN024139-JN024148,100.00,[100 - 100%],0.0008,99.61,40.90,[38.4 - 43.5%],0.0964,3.41,91.80,[89.3 - 93.8%],0.0971,99.62,0.09
JN024540 JN024538 JN024352 JN024350 JN024571 JN024541 JN024539 JN024353 JN024351 JN024349,JN024149  JN024150  JN024151  JN024152  JN024153  JN024154  JN024155  JN024156  JN024157  JN024158  JN024493  JN024494  JN024533  JN024534,100.00,[100 - 100%],0.0000,99.62,41.00,[38.5 - 43.6%],0.0961,3.49,92.00,[89.5 - 93.9%],0.0961,99.63,0.07
JN024540 JN024538 JN024352 JN024350 JN024571 JN024541 JN024539 JN024353 JN024351 JN024349,JN024159  JN024160  JN024161  JN024162  JN024163  JN024164  JN024535  JN024536  JN024572,100.00,[100 - 100%],0.0006,99.61,40.70,[38.2 - 43.3%],0.0971,3.24,91.80,[89.3 - 93.7%],0.0976,99.61,0.12
JN024540 JN024538 JN024352 JN024350 JN024571 JN024541 JN024539 JN024353 JN024351 JN024349,JN024165  JN024166  JN024167  JN024168  JN024169  JN024170  JN024171  JN024172  JN024173  JN024495  JN024537,100.00,[100 - 100%],0.0002,99.62,41.90,[39.4 - 44.5%],0.0932,4.32,92.40,[89.9 - 94.2%],0.0934,99.67,0.12
JN024540 JN024538 JN024352 JN024350 JN024571 JN024541 JN024539 JN024353 JN024351 JN024349,JN024174  JN024175  JN024176  JN024177  JN024179  JN024180  JN024181,100.00,[100 - 100%],0.0000,99.62,40.30,[37.8 - 42.8%],0.0986,2.89,91.60,[89.1 - 93.6%],0.0986,99.6,0.14
JN024540 JN024538 JN024352 JN024350 JN024571 JN024541 JN024539 JN024353 JN024351 JN024349,JN024182  JN024183  JN024184  JN024185  JN024186  JN024524  JN024525  JN024526  JN024527  JN024528,100.00,[100 - 100%],0.0008,99.61,42.60,[40 - 45.1%],0.0913,4.95,92.50,[90.2 - 94.4%],0.0921,99.68,0.12
JN024540 JN024538 JN024352 JN024350 JN024571 JN024541 JN024539 JN024353 JN024351 JN024349,JN024187  JN024188  JN024189  JN024190  JN024191  JN024192  JN024529  JN024530  JN024531  JN024532,100.00,[100 - 100%],0.0000,99.62,40.70,[38.2 - 43.2%],0.0972,3.21,91.80,[89.3 - 93.8%],0.0972,99.62,0.11
JN024540 JN024538 JN024352 JN024350 JN024571 JN024541 JN024539 JN024353 JN024351 JN024349,JN024193-JN024202,100.00,[100 - 100%],0.0002,99.62,40.30,[37.8 - 42.8%],0.0985,2.91,91.60,[89.1 - 93.6%],0.0987,99.6,0.09
JN024540 JN024538 JN024352 JN024350 JN024571 JN024541 JN024539 JN024353 JN024351 JN024349,JX976707  JX976708  JX976709,100.00,[99.9 - 100%],0.0018,99.6,26.60,[24.2 - 29.1%],0.1628,0.02,80.90,[77.5 - 83.9%],0.1643,96.15,0.18
JN024540 JN024538 JN024352 JN024350 JN024571 JN024541 JN024539 JN024353 JN024351 JN024349,JX976710  JX976711  JX976712  JX976713  JX976715  JX976716,99.90,[99.9 - 100%],0.0031,99.59,26.80,[24.5 - 29.3%],0.1612,0.02,81.00,[77.6 - 84%],0.1638,96.22,0.17
JN024540 JN024538 JN024352 JN024350 JN024571 JN024541 JN024539 JN024353 JN024351 JN024349,GQ999974,100.00,[100 - 100%],0.0009,99.61,26.30,[24 - 28.8%],0.1645,0.02,80.70,[77.3 - 83.7%],0.1652,96.03,0.26
JN024540 JN024538 JN024352 JN024350 JN024571 JN024541 JN024539 JN024353 JN024351 JN024349,JX976717  JX976718  JX976719  JX976720,100.00,[99.9 - 100%],0.0023,99.6,26.70,[24.4 - 29.2%],0.1620,0.02,81.00,[77.6 - 83.9%],0.1640,96.2,0.27
JN024540 JN024538 JN024352 JN024350 JN024571 JN024541 JN024539 JN024353 JN024351 JN024349,JX976721,67.40,[63.5 - 71%],0.1978,67.09,27.60,[25.2 - 30.1%],0.1564,0.04,54.70,[51.5 - 57.8%],0.3232,8.76,0.43
JN024540 JN024538 JN024352 JN024350 JN024571 JN024541 JN024539 JN024353 JN024351 JN024349,JX976729  JX976730  JX976731,99.30,[98.7 - 99.7%],0.0147,99.45,28.10,[25.7 - 30.6%],0.1531,0.05,80.70,[77.3 - 83.7%],0.1656,95.99,0.26
JN024540 JN024538 JN024352 JN024350 JN024571 JN024541 JN024539 JN024353 JN024351 JN024349,JX976670  JX976671,100.00,[100 - 100%],0.0009,99.61,27.00,[24.6 - 29.5%],0.1602,0.03,81.50,[78.1 - 84.4%],0.1609,96.57,0.19
JN024540 JN024538 JN024352 JN024350 JN024571 JN024541 JN024539 JN024353 JN024351 JN024349,JX976672-JX976680,99.90,[99.8 - 100%],0.0035,99.58,27.40,[25.1 - 29.9%],0.1573,0.03,81.60,[78.2 - 84.5%],0.1602,96.65,0.16
JN024540 JN024538 JN024352 JN024350 JN024571 JN024541 JN024539 JN024353 JN024351 JN024349,GQ999991,100.00,[100 - 100%],0.0009,99.61,26.70,[24.3 - 29.2%],0.1623,0.02,81.10,[77.7 - 84.1%],0.1631,96.31,0.09
JN024540 JN024538 JN024352 JN024350 JN024571 JN024541 JN024539 JN024353 JN024351 JN024349,JX976684  JX976685,100.00,[100 - 100%],0.0013,99.61,26.90,[24.6 - 29.4%],0.1605,0.03,81.40,[78 - 84.3%],0.1616,96.49,0.21
JN024540 JN024538 JN024352 JN024350 JN024571 JN024541 JN024539 JN024353 JN024351 JN024349,JX976686-JX976693,99.90,[99.9 - 100%],0.0031,99.59,27.90,[25.6 - 30.4%],0.1541,0.04,82.20,[78.9 - 85.1%],0.1566,97.03,0.19
JN024540 JN024538 JN024352 JN024350 JN024571 JN024541 JN024539 JN024353 JN024351 JN024349,JX976681-JX976683,100.00,[100 - 100%],0.0011,99.61,28.00,[25.6 - 30.5%],0.1537,0.04,82.60,[79.3 - 85.5%],0.1546,97.23,0.17
JN024540 JN024538 JN024352 JN024350 JN024571 JN024541 JN024539 JN024353 JN024351 JN024349,JX976632-JX976641,100.00,[99.9 - 100%],0.0020,99.6,26.60,[24.3 - 29.1%],0.1625,0.02,80.90,[77.6 - 83.9%],0.1641,96.18,0.05
JN024540 JN024538 JN024352 JN024350 JN024571 JN024541 JN024539 JN024353 JN024351 JN024349,JX976642,100.00,[100 - 100%],0.0009,99.61,26.20,[23.9 - 28.7%],0.1655,0.02,80.60,[77.2 - 83.5%],0.1663,95.89,0.20
JN024540 JN024538 JN024352 JN024350 JN024571 JN024541 JN024539 JN024353 JN024351 JN024349,GQ999983,100.00,[100 - 100%],0.0009,99.61,26.20,[23.9 - 28.7%],0.1655,0.02,80.60,[77.2 - 83.5%],0.1663,95.89,0.20
JN024540 JN024538 JN024352 JN024350 JN024571 JN024541 JN024539 JN024353 JN024351 JN024349,JX976646-JX976652,100.00,[99.9 - 100%],0.0017,99.6,26.70,[24.3 - 29.2%],0.1622,0.02,81.00,[77.6 - 84%],0.1636,96.25,0.15
JN024540 JN024538 JN024352 JN024350 JN024571 JN024541 JN024539 JN024353 JN024351 JN024349,JX976659-JX976669,100.00,[99.9 - 100%],0.0018,99.6,26.80,[24.5 - 29.3%],0.1612,0.02,81.20,[77.8 - 84.1%],0.1627,96.36,0.01
