,,Formula 1,,,,Formula 2,,,,Formula 3,,,,G+C difference
JN024544-JN024553,JN024120-JN024129,100.00,[99.9 - 100%],0.0018,99.6,39.40,[36.9 - 41.9%],0.1016,2.32,90.90,[88.3 - 93%],0.1032,99.53,0.11
JN024544-JN024553,JN024130-JN024138,100.00,[100 - 100%],0.0006,99.61,39.50,[37 - 42%],0.1013,2.37,91.20,[88.6 - 93.2%],0.1018,99.55,0.15
JN024544-JN024553,JN024139-JN024148,100.00,[100 - 100%],0.0009,99.61,39.70,[37.2 - 42.2%],0.1005,2.51,91.20,[88.6 - 93.3%],0.1013,99.56,0.10
JN024544-JN024553,JN024149  JN024150  JN024151  JN024152  JN024153  JN024154  JN024155  JN024156  JN024157  JN024158  JN024493  JN024494  JN024533  JN024534,100.00,[100 - NaN%],0.0000,99.62,39.60,[37.1 - 42.1%],0.1008,2.46,91.30,[88.7 - 93.3%],0.1008,99.57,0.08
JN024544-JN024553,JN024159  JN024160  JN024161  JN024162  JN024163  JN024164  JN024535  JN024536  JN024572,100.00,[100 - 100%],0.0006,99.61,39.60,[37.1 - 42.1%],0.1009,2.44,91.20,[88.6 - 93.3%],0.1014,99.56,0.13
JN024544-JN024553,JN024165  JN024166  JN024167  JN024168  JN024169  JN024170  JN024171  JN024172  JN024173  JN024495  JN024537,100.00,[100 - 100%],0.0002,99.62,40.80,[38.3 - 43.3%],0.0968,3.3,91.80,[89.3 - 93.8%],0.0970,99.62,0.13
JN024544-JN024553,JN024174  JN024175  JN024176  JN024177  JN024179  JN024180  JN024181,100.00,[100 - 100%],0.0000,99.62,39.20,[36.8 - 41.8%],0.1020,2.23,91.10,[88.5 - 93.2%],0.1021,99.55,0.15
JN024544-JN024553,JN024182  JN024183  JN024184  JN024185  JN024186  JN024524  JN024525  JN024526  JN024527  JN024528,100.00,[100 - 100%],0.0008,99.61,41.40,[38.9 - 43.9%],0.0949,3.81,92.00,[89.6 - 94%],0.0957,99.64,0.13
JN024544-JN024553,JN024187  JN024188  JN024189  JN024190  JN024191  JN024192  JN024529  JN024530  JN024531  JN024532,100.00,[100 - NaN%],0.0000,99.62,39.40,[37 - 42%],0.1013,2.36,91.20,[88.6 - 93.3%],0.1013,99.56,0.11
JN024544-JN024553,JN024193-JN024202,100.00,[100 - 100%],0.0002,99.62,39.00,[36.6 - 41.6%],0.1028,2.12,91.00,[88.4 - 93.1%],0.1030,99.54,0.10
JN024544-JN024553,JX976707  JX976708  JX976709,100.00,[99.9 - 100%],0.0018,99.6,26.30,[24 - 28.8%],0.1648,0.02,80.50,[77.1 - 83.5%],0.1664,95.88,0.19
JN024544-JN024553,JX976710  JX976711  JX976712  JX976713  JX976715  JX976716,99.90,[99.9 - 100%],0.0033,99.59,26.30,[24 - 28.8%],0.1646,0.02,80.40,[77 - 83.4%],0.1674,95.74,0.18
JN024544-JN024553,GQ999974,100.00,[100 - 100%],0.0009,99.61,26.20,[23.9 - 28.7%],0.1652,0.02,80.60,[77.2 - 83.6%],0.1659,95.94,0.27
JN024544-JN024553,JX976717  JX976718  JX976719  JX976720,100.00,[99.9 - 100%],0.0025,99.59,26.30,[24 - 28.8%],0.1646,0.02,80.50,[77.1 - 83.5%],0.1667,95.84,0.28
JN024544-JN024553,JX976721,67.50,[63.6 - 71.1%],0.1972,67.41,27.60,[25.2 - 30%],0.1566,0.03,54.70,[51.6 - 57.8%],0.3229,8.86,0.44
JN024544-JN024553,JX976729  JX976730  JX976731,99.30,[98.7 - 99.7%],0.0147,99.45,27.90,[25.5 - 30.4%],0.1544,0.04,80.40,[77 - 83.4%],0.1669,95.81,0.27
JN024544-JN024553,JX976670  JX976671,100.00,[100 - 100%],0.0009,99.61,26.80,[24.4 - 29.3%],0.1617,0.02,81.20,[77.9 - 84.2%],0.1624,96.39,0.19
JN024544-JN024553,JX976672-JX976680,99.90,[99.8 - 100%],0.0037,99.58,26.80,[24.4 - 29.3%],0.1614,0.02,80.90,[77.5 - 83.8%],0.1645,96.13,0.16
JN024544-JN024553,GQ999991,100.00,[100 - 100%],0.0009,99.61,26.50,[24.2 - 29%],0.1632,0.02,81.00,[77.6 - 83.9%],0.1639,96.2,0.10
JN024544-JN024553,JX976684  JX976685,100.00,[100 - 100%],0.0014,99.61,26.70,[24.4 - 29.2%],0.1619,0.02,81.10,[77.7 - 84.1%],0.1631,96.31,0.20
JN024544-JN024553,JX976686-JX976693,99.90,[99.9 - 100%],0.0032,99.59,27.50,[25.1 - 30%],0.1569,0.03,81.70,[78.4 - 84.7%],0.1595,96.73,0.18
JN024544-JN024553,JX976681-JX976683,100.00,[100 - 100%],0.0011,99.61,27.80,[25.4 - 30.3%],0.1551,0.04,82.30,[79 - 85.2%],0.1561,97.09,0.16
JN024544-JN024553,JX976632-JX976641,100.00,[99.9 - 100%],0.0021,99.6,26.20,[23.8 - 28.7%],0.1657,0.02,80.30,[76.9 - 83.3%],0.1675,95.72,0.04
JN024544-JN024553,JX976642,100.00,[100 - 100%],0.0009,99.61,26.10,[23.8 - 28.6%],0.1662,0.02,80.40,[77 - 83.4%],0.1670,95.8,0.21
JN024544-JN024553,GQ999983,100.00,[100 - 100%],0.0009,99.61,26.10,[23.8 - 28.6%],0.1662,0.02,80.40,[77 - 83.4%],0.1670,95.8,0.21
JN024544-JN024553,JX976646-JX976652,100.00,[99.9 - 100%],0.0018,99.6,26.30,[24 - 28.8%],0.1646,0.02,80.60,[77.2 - 83.6%],0.1661,95.92,0.14
JN024544-JN024553,JX976659-JX976669,100.00,[99.9 - 100%],0.0019,99.6,26.30,[24 - 28.8%],0.1645,0.02,80.60,[77.2 - 83.6%],0.1661,95.92,0.02
