,,Formula 1,,,,Formula 2,,,,Formula 3,,,,G+C difference
JN024245-JN024254,JN024100  JN024101  JN024103  JN024104  JN024105  JN024106  JN024107  JN024108  JN024109,100.00,[100 - 100%],0.0002,99.62,43.90,[41.4 - 46.5%],0.0873,6.61,93.20,[90.9 - 94.9%],0.0875,99.73,0.24
JN024245-JN024254,JN024110-JN024119,100.00,[100 - 100%],0.0003,99.61,43.70,[41.2 - 46.3%],0.0879,6.36,93.10,[90.8 - 94.8%],0.0882,99.72,0.26
JN024245-JN024254,JN024120-JN024129,100.00,[100 - NaN%],0.0000,99.62,43.90,[41.4 - 46.5%],0.0873,6.63,93.20,[90.9 - 94.9%],0.0873,99.73,0.28
JN024245-JN024254,JN024130-JN024138,100.00,[100 - 100%],0.0004,99.61,43.50,[41 - 46%],0.0885,6.05,93.00,[90.7 - 94.8%],0.0889,99.72,0.25
JN024245-JN024254,JN024139-JN024148,100.00,[100 - NaN%],0.0000,99.62,43.90,[41.4 - 46.5%],0.0874,6.59,93.20,[90.9 - 94.9%],0.0874,99.73,0.30
JN024245-JN024254,JN024149  JN024150  JN024151  JN024152  JN024153  JN024154  JN024155  JN024156  JN024157  JN024158  JN024493  JN024494  JN024533  JN024534,100.00,[100 - 100%],0.0005,99.61,43.70,[41.2 - 46.3%],0.0879,6.35,93.10,[90.8 - 94.8%],0.0883,99.72,0.32
JN024245-JN024254,JN024159  JN024160  JN024161  JN024162  JN024163  JN024164  JN024535  JN024536  JN024572,100.00,[100 - NaN%],0.0000,99.62,43.70,[41.1 - 46.2%],0.0880,6.29,93.10,[90.8 - 94.9%],0.0880,99.72,0.27
JN024245-JN024254,JN024165  JN024166  JN024167  JN024168  JN024169  JN024170  JN024171  JN024172  JN024173  JN024495  JN024537,100.00,[100 - NaN%],0.0000,99.62,45.20,[42.7 - 47.8%],0.0836,8.62,93.70,[91.5 - 95.4%],0.0836,99.76,0.26
JN024245-JN024254,JN024174  JN024175  JN024176  JN024177  JN024179  JN024180  JN024181,100.00,[100 - 100%],0.0006,99.61,43.40,[40.8 - 45.9%],0.0889,5.9,92.90,[90.6 - 94.7%],0.0895,99.71,0.25
JN024245-JN024254,JN024182  JN024183  JN024184  JN024185  JN024186  JN024524  JN024525  JN024526  JN024527  JN024528,100.00,[100 - 100%],0.0001,99.62,45.60,[43.1 - 48.2%],0.0825,9.27,93.80,[91.6 - 95.5%],0.0826,99.77,0.27
JN024245-JN024254,JN024187  JN024188  JN024189  JN024190  JN024191  JN024192  JN024529  JN024530  JN024531  JN024532,100.00,[100 - 100%],0.0005,99.61,43.20,[40.6 - 45.7%],0.0895,5.65,92.80,[90.5 - 94.6%],0.0900,99.7,0.28
JN024245-JN024254,JN024193-JN024202,100.00,[100 - 100%],0.0000,99.62,43.00,[40.5 - 45.5%],0.0900,5.45,92.80,[90.5 - 94.6%],0.0900,99.7,0.29
JN024245-JN024254,JX976707  JX976708  JX976709,100.00,[100 - 100%],0.0011,99.61,26.40,[24 - 28.9%],0.1643,0.02,80.70,[77.3 - 83.7%],0.1653,96.03,0.20
JN024245-JN024254,JX976710  JX976711  JX976712  JX976713  JX976715  JX976716,100.00,[99.9 - 100%],0.0021,99.6,26.40,[24.1 - 28.9%],0.1639,0.02,80.70,[77.3 - 83.6%],0.1657,95.97,0.21
JN024245-JN024254,GQ999974,100.00,[100 - 100%],0.0007,99.61,26.30,[23.9 - 28.8%],0.1650,0.02,80.70,[77.3 - 83.7%],0.1656,95.99,0.12
JN024245-JN024254,JX976717  JX976718  JX976719  JX976720,100.00,[99.9 - 100%],0.0016,99.6,26.30,[23.9 - 28.8%],0.1650,0.02,80.50,[77.2 - 83.5%],0.1663,95.89,0.12
JN024245-JN024254,JX976721,67.90,[64 - 71.6%],0.1947,68.75,27.90,[25.5 - 30.4%],0.1544,0.04,55.30,[52.1 - 58.4%],0.3190,10.03,0.05
JN024245-JN024254,JX976729  JX976730  JX976731,100.00,[100 - 100%],0.0011,99.61,27.50,[25.1 - 30%],0.1568,0.03,82.00,[78.7 - 85%],0.1578,96.92,0.12
JN024245-JN024254,JX976670  JX976671,100.00,[100 - 100%],0.0004,99.61,26.70,[24.3 - 29.2%],0.1621,0.02,81.20,[77.8 - 84.2%],0.1625,96.38,0.58
JN024245-JN024254,JX976672-JX976680,100.00,[99.9 - 100%],0.0022,99.6,26.80,[24.4 - 29.2%],0.1617,0.02,81.00,[77.6 - 84%],0.1636,96.25,0.55
JN024245-JN024254,GQ999991,100.00,[100 - 100%],0.0007,99.61,26.50,[24.1 - 28.9%],0.1637,0.02,80.90,[77.5 - 83.9%],0.1643,96.16,0.30
JN024245-JN024254,JX976684  JX976685,100.00,[100 - 100%],0.0009,99.61,26.70,[24.3 - 29.2%],0.1623,0.02,81.10,[77.7 - 84.1%],0.1630,96.32,0.60
JN024245-JN024254,JX976686-JX976693,100.00,[99.9 - 100%],0.0017,99.6,27.30,[25 - 29.8%],0.1579,0.03,81.80,[78.4 - 84.7%],0.1593,96.75,0.58
JN024245-JN024254,JX976681-JX976683,100.00,[100 - 100%],0.0007,99.61,28.00,[25.7 - 30.5%],0.1536,0.04,82.70,[79.3 - 85.5%],0.1542,97.27,0.56
JN024245-JN024254,JX976632-JX976641,100.00,[100 - 100%],0.0006,99.61,26.10,[23.7 - 28.6%],0.1663,0.02,80.50,[77.1 - 83.5%],0.1668,95.82,0.43
JN024245-JN024254,JX976642,100.00,[100 - 100%],0.0006,99.61,26.00,[23.6 - 28.4%],0.1672,0.02,80.30,[76.9 - 83.3%],0.1676,95.7,0.18
JN024245-JN024254,GQ999983,100.00,[100 - 100%],0.0006,99.61,26.00,[23.6 - 28.4%],0.1672,0.02,80.30,[76.9 - 83.3%],0.1676,95.7,0.18
JN024245-JN024254,JX976646-JX976652,100.00,[100 - 100%],0.0004,99.61,26.10,[23.8 - 28.6%],0.1660,0.02,80.50,[77.1 - 83.5%],0.1664,95.88,0.53
JN024245-JN024254,JX976659-JX976669,100.00,[100 - 100%],0.0004,99.61,26.20,[23.8 - 28.7%],0.1657,0.02,80.60,[77.2 - 83.6%],0.1660,95.94,0.38
