,,Formula 1,,,,Formula 2,,,,Formula 3,,,,G+C difference
JN024331 JN024332 JN024333 JN024334 JN024335 JN024336 JN024337 JN024338 JN024499 JN024500,JX976670  JX976671,99.90,[99.7 - 99.9%],0.0056,99.56,28.10,[25.7 - 30.6%],0.1533,0.04,82.00,[78.6 - 84.9%],0.1581,96.89,0.42
JN024331 JN024332 JN024333 JN024334 JN024335 JN024336 JN024337 JN024338 JN024499 JN024500,JX976672-JX976680,99.80,[99.6 - 99.9%],0.0067,99.55,28.70,[26.3 - 31.2%],0.1494,0.06,82.50,[79.2 - 85.4%],0.1551,97.19,0.39
JN024331 JN024332 JN024333 JN024334 JN024335 JN024336 JN024337 JN024338 JN024499 JN024500,GQ999991,99.80,[99.6 - 99.9%],0.0060,99.56,27.70,[25.3 - 30.2%],0.1555,0.04,81.50,[78.2 - 84.5%],0.1606,96.6,0.14
JN024331 JN024332 JN024333 JN024334 JN024335 JN024336 JN024337 JN024338 JN024499 JN024500,JX976684  JX976685,99.80,[99.6 - 99.9%],0.0061,99.56,28.10,[25.7 - 30.6%],0.1534,0.04,81.90,[78.6 - 84.8%],0.1585,96.84,0.44
JN024331 JN024332 JN024333 JN024334 JN024335 JN024336 JN024337 JN024338 JN024499 JN024500,JX976686-JX976693,99.80,[99.6 - 99.9%],0.0064,99.55,28.80,[26.4 - 31.3%],0.1489,0.06,82.60,[79.3 - 85.5%],0.1544,97.26,0.42
JN024331 JN024332 JN024333 JN024334 JN024335 JN024336 JN024337 JN024338 JN024499 JN024500,JX976681-JX976683,100.00,[100 - 100%],0.0011,99.61,28.80,[26.4 - 31.3%],0.1491,0.06,83.40,[80.1 - 86.2%],0.1500,97.63,0.40
JN024331 JN024332 JN024333 JN024334 JN024335 JN024336 JN024337 JN024338 JN024499 JN024500,JX976632-JX976641,99.90,[99.7 - 100%],0.0050,99.57,28.10,[25.7 - 30.5%],0.1534,0.04,82.00,[78.7 - 85%],0.1577,96.93,0.27
JN024331 JN024332 JN024333 JN024334 JN024335 JN024336 JN024337 JN024338 JN024499 JN024500,JX976642,99.80,[99.6 - 99.9%],0.0062,99.56,27.00,[24.7 - 29.5%],0.1598,0.03,80.80,[77.4 - 83.7%],0.1651,96.05,0.02
JN024331 JN024332 JN024333 JN024334 JN024335 JN024336 JN024337 JN024338 JN024499 JN024500,GQ999983,99.80,[99.6 - 99.9%],0.0062,99.56,27.00,[24.7 - 29.5%],0.1598,0.03,80.80,[77.4 - 83.7%],0.1651,96.05,0.02
JN024331 JN024332 JN024333 JN024334 JN024335 JN024336 JN024337 JN024338 JN024499 JN024500,JX976646-JX976652,99.90,[99.7 - 99.9%],0.0052,99.57,28.00,[25.6 - 30.5%],0.1539,0.04,81.90,[78.6 - 84.9%],0.1583,96.86,0.37
JN024331 JN024332 JN024333 JN024334 JN024335 JN024336 JN024337 JN024338 JN024499 JN024500,JX976659-JX976669,99.90,[99.8 - 100%],0.0047,99.57,28.20,[25.8 - 30.7%],0.1524,0.05,82.30,[78.9 - 85.2%],0.1564,97.06,0.22
