,,Formula 1,,,,Formula 2,,,,Formula 3,,,,G+C difference
JN024213-JN024222,JN024303-JN024312,100.00,[100 - 100%],0.0000,99.62,41.90,[39.3 - 44.4%],0.0935,4.23,92.30,[89.9 - 94.2%],0.0935,99.67,0.14
JN024213-JN024222,JN024313-JN024321,100.00,[100 - 100%],0.0000,99.62,42.20,[39.7 - 44.8%],0.0923,4.62,92.50,[90.1 - 94.4%],0.0923,99.68,0.23
JN024213-JN024222,JN024322  JN024323  JN024324  JN024325  JN024326  JN024327  JN024328  JN024329  JN024330  JN024498,100.00,[100 - 100%],0.0006,99.61,42.20,[39.7 - 44.7%],0.0925,4.55,92.40,[90 - 94.3%],0.0930,99.67,0.18
JN024213-JN024222,JN024331  JN024332  JN024333  JN024334  JN024335  JN024336  JN024337  JN024338  JN024499  JN024500,100.00,[100 - 100%],0.0006,99.61,42.30,[39.8 - 44.9%],0.0920,4.71,92.50,[90.1 - 94.3%],0.0925,99.68,0.17
JN024213-JN024222,JN024100  JN024101  JN024103  JN024104  JN024105  JN024106  JN024107  JN024108  JN024109,100.00,[100 - 100%],0.0013,99.61,44.30,[41.8 - 46.9%],0.0862,7.18,93.20,[90.9 - 94.9%],0.0873,99.73,0.24
JN024213-JN024222,JN024110-JN024119,100.00,[100 - 100%],0.0000,99.62,44.20,[41.6 - 46.7%],0.0866,6.96,93.30,[91 - 95%],0.0866,99.74,0.26
JN024213-JN024222,JN024120-JN024129,100.00,[100 - 100%],0.0012,99.61,44.30,[41.8 - 46.9%],0.0861,7.21,93.20,[90.9 - 95%],0.0872,99.73,0.29
JN024213-JN024222,JN024130-JN024138,100.00,[100 - 100%],0.0000,99.62,43.90,[41.4 - 46.5%],0.0872,6.65,93.20,[90.9 - 94.9%],0.0872,99.73,0.25
JN024213-JN024222,JN024139-JN024148,100.00,[100 - 100%],0.0005,99.61,44.30,[41.8 - 46.9%],0.0861,7.2,93.30,[91 - 95%],0.0866,99.74,0.30
JN024213-JN024222,JN024149  JN024150  JN024151  JN024152  JN024153  JN024154  JN024155  JN024156  JN024157  JN024158  JN024493  JN024494  JN024533  JN024534,100.00,[100 - 100%],0.0005,99.61,44.20,[41.6 - 46.7%],0.0866,6.94,93.20,[90.9 - 95%],0.0871,99.73,0.32
JN024213-JN024222,JN024159  JN024160  JN024161  JN024162  JN024163  JN024164  JN024535  JN024536  JN024572,100.00,[100 - 100%],0.0004,99.61,44.10,[41.6 - 46.7%],0.0868,6.87,93.20,[90.9 - 95%],0.0871,99.73,0.27
JN024213-JN024222,JN024165  JN024166  JN024167  JN024168  JN024169  JN024170  JN024171  JN024172  JN024173  JN024495  JN024537,100.00,[100 - 100%],0.0001,99.62,45.70,[43.2 - 48.3%],0.0823,9.42,93.80,[91.7 - 95.5%],0.0824,99.77,0.27
JN024213-JN024222,JN024174  JN024175  JN024176  JN024177  JN024179  JN024180  JN024181,100.00,[100 - 100%],0.0006,99.61,43.80,[41.3 - 46.4%],0.0876,6.47,93.10,[90.8 - 94.8%],0.0882,99.72,0.25
JN024213-JN024222,JN024182  JN024183  JN024184  JN024185  JN024186  JN024524  JN024525  JN024526  JN024527  JN024528,100.00,[100 - 100%],0.0006,99.61,46.00,[43.5 - 48.6%],0.0814,10,93.90,[91.7 - 95.5%],0.0820,99.78,0.27
JN024213-JN024222,JN024187  JN024188  JN024189  JN024190  JN024191  JN024192  JN024529  JN024530  JN024531  JN024532,100.00,[100 - 100%],0.0006,99.61,43.60,[41.1 - 46.2%],0.0882,6.2,93.00,[90.7 - 94.8%],0.0888,99.72,0.29
JN024213-JN024222,JN024193-JN024202,100.00,[100 - 100%],0.0001,99.62,43.40,[40.9 - 46%],0.0888,5.96,93.00,[90.7 - 94.8%],0.0889,99.72,0.30
JN024213-JN024222,JX976707  JX976708  JX976709,100.00,[100 - 100%],0.0015,99.6,26.60,[24.2 - 29%],0.1630,0.02,80.90,[77.5 - 83.9%],0.1643,96.15,0.21
JN024213-JN024222,JX976710  JX976711  JX976712  JX976713  JX976715  JX976716,100.00,[99.9 - 100%],0.0028,99.59,26.60,[24.3 - 29.1%],0.1627,0.02,80.80,[77.4 - 83.8%],0.1650,96.06,0.22
JN024213-JN024222,GQ999974,100.00,[100 - 100%],0.0008,99.61,26.50,[24.1 - 29%],0.1637,0.02,80.90,[77.5 - 83.9%],0.1643,96.15,0.13
JN024213-JN024222,JX976717  JX976718  JX976719  JX976720,100.00,[99.9 - 100%],0.0021,99.6,26.50,[24.1 - 28.9%],0.1637,0.02,80.70,[77.3 - 83.7%],0.1654,96.01,0.12
JN024213-JN024222,JX976721,67.90,[64.1 - 71.6%],0.1946,68.81,28.20,[25.8 - 30.7%],0.1527,0.05,55.50,[52.3 - 58.6%],0.3175,10.49,0.04
JN024213-JN024222,JX976729  JX976730  JX976731,100.00,[100 - 100%],0.0015,99.6,27.70,[25.3 - 30.2%],0.1557,0.04,82.20,[78.8 - 85.1%],0.1569,97,0.13
JN024213-JN024222,JX976670  JX976671,100.00,[100 - 100%],0.0007,99.61,26.90,[24.5 - 29.4%],0.1609,0.02,81.40,[78 - 84.3%],0.1615,96.5,0.59
JN024213-JN024222,JX976672-JX976680,99.90,[99.9 - 100%],0.0031,99.59,26.90,[24.5 - 29.4%],0.1608,0.03,81.10,[77.7 - 84%],0.1634,96.27,0.56
JN024213-JN024222,GQ999991,100.00,[100 - 100%],0.0008,99.61,26.60,[24.3 - 29.1%],0.1624,0.02,81.10,[77.7 - 84.1%],0.1631,96.31,0.30
JN024213-JN024222,JX976684  JX976685,100.00,[100 - 100%],0.0011,99.61,26.90,[24.5 - 29.3%],0.1611,0.02,81.30,[77.9 - 84.2%],0.1620,96.44,0.60
JN024213-JN024222,JX976686-JX976693,100.00,[99.9 - 100%],0.0026,99.59,27.50,[25.2 - 30%],0.1567,0.03,81.80,[78.5 - 84.8%],0.1589,96.8,0.58
JN024213-JN024222,JX976681-JX976683,100.00,[100 - 100%],0.0009,99.61,28.20,[25.8 - 30.7%],0.1527,0.05,82.80,[79.5 - 85.7%],0.1534,97.34,0.56
JN024213-JN024222,JX976632-JX976641,100.00,[99.9 - 100%],0.0018,99.6,26.20,[23.9 - 28.7%],0.1652,0.02,80.50,[77.1 - 83.5%],0.1668,95.83,0.44
JN024213-JN024222,JX976642,100.00,[100 - 100%],0.0008,99.61,26.10,[23.8 - 28.6%],0.1661,0.02,80.50,[77.1 - 83.5%],0.1668,95.83,0.19
JN024213-JN024222,GQ999983,100.00,[100 - 100%],0.0008,99.61,26.10,[23.8 - 28.6%],0.1661,0.02,80.50,[77.1 - 83.5%],0.1668,95.83,0.19
JN024213-JN024222,JX976646-JX976652,100.00,[100 - 100%],0.0012,99.61,26.30,[23.9 - 28.8%],0.1649,0.02,80.60,[77.2 - 83.6%],0.1659,95.94,0.54
JN024213-JN024222,JX976659-JX976669,100.00,[100 - 100%],0.0013,99.61,26.30,[24 - 28.8%],0.1646,0.02,80.70,[77.3 - 83.6%],0.1657,95.98,0.38
