,,Formula 1,,,,Formula 2,,,,Formula 3,,,,G+C difference
JN024376-JN024385,JN024165  JN024166  JN024167  JN024168  JN024169  JN024170  JN024171  JN024172  JN024173  JN024495  JN024537,100.00,[100 - 100%],0.0002,99.62,40.80,[38.3 - 43.3%],0.0969,3.27,91.80,[89.3 - 93.8%],0.0971,99.62,0.10
JN024376-JN024385,JN024174  JN024175  JN024176  JN024177  JN024179  JN024180  JN024181,100.00,[100 - 100%],0.0000,99.62,39.20,[36.7 - 41.7%],0.1022,2.21,91.10,[88.5 - 93.2%],0.1022,99.55,0.11
JN024376-JN024385,JN024182  JN024183  JN024184  JN024185  JN024186  JN024524  JN024525  JN024526  JN024527  JN024528,100.00,[100 - 100%],0.0008,99.61,41.40,[38.9 - 43.9%],0.0949,3.79,92.00,[89.6 - 94%],0.0957,99.64,0.10
JN024376-JN024385,JN024187  JN024188  JN024189  JN024190  JN024191  JN024192  JN024529  JN024530  JN024531  JN024532,100.00,[100 - NaN%],0.0000,99.62,39.40,[36.9 - 41.9%],0.1015,2.32,91.20,[88.6 - 93.2%],0.1015,99.56,0.08
JN024376-JN024385,JN024193-JN024202,100.00,[100 - 100%],0.0002,99.62,39.00,[36.5 - 41.5%],0.1029,2.1,91.00,[88.3 - 93%],0.1031,99.53,0.07
JN024376-JN024385,JX976707  JX976708  JX976709,100.00,[99.9 - 100%],0.0018,99.6,26.20,[23.9 - 28.7%],0.1653,0.02,80.50,[77.1 - 83.5%],0.1668,95.81,0.16
JN024376-JN024385,JX976710  JX976711  JX976712  JX976713  JX976715  JX976716,99.90,[99.9 - 100%],0.0033,99.59,26.30,[23.9 - 28.8%],0.1651,0.02,80.30,[76.9 - 83.3%],0.1678,95.68,0.15
JN024376-JN024385,GQ999974,100.00,[100 - 100%],0.0009,99.61,26.20,[23.8 - 28.6%],0.1658,0.02,80.50,[77.1 - 83.5%],0.1665,95.86,0.24
JN024376-JN024385,JX976717  JX976718  JX976719  JX976720,100.00,[99.9 - 100%],0.0025,99.59,26.30,[23.9 - 28.7%],0.1651,0.02,80.40,[77 - 83.4%],0.1671,95.77,0.24
JN024376-JN024385,JX976721,62.30,[58.6 - 65.9%],0.2263,50.32,27.80,[25.4 - 30.3%],0.1552,0.04,51.50,[48.4 - 54.5%],0.3464,4.09,0.41
JN024376-JN024385,JX976729  JX976730  JX976731,99.30,[98.7 - 99.7%],0.0147,99.45,27.80,[25.5 - 30.3%],0.1549,0.04,80.40,[77 - 83.4%],0.1673,95.75,0.24
JN024376-JN024385,JX976670  JX976671,100.00,[100 - 100%],0.0009,99.61,26.70,[24.4 - 29.2%],0.1619,0.02,81.20,[77.8 - 84.1%],0.1627,96.36,0.22
JN024376-JN024385,JX976672-JX976680,99.90,[99.8 - 100%],0.0037,99.58,26.80,[24.4 - 29.3%],0.1616,0.02,80.80,[77.4 - 83.8%],0.1648,96.1,0.19
JN024376-JN024385,GQ999991,100.00,[100 - 100%],0.0009,99.61,26.50,[24.2 - 29%],0.1634,0.02,80.90,[77.5 - 83.9%],0.1641,96.18,0.07
JN024376-JN024385,JX976684  JX976685,100.00,[100 - 100%],0.0014,99.61,26.70,[24.3 - 29.2%],0.1622,0.02,81.10,[77.7 - 84%],0.1633,96.28,0.23
JN024376-JN024385,JX976686-JX976693,99.90,[99.9 - 100%],0.0032,99.59,27.50,[25.1 - 30%],0.1571,0.03,81.70,[78.3 - 84.6%],0.1598,96.7,0.21
JN024376-JN024385,JX976681-JX976683,100.00,[100 - 100%],0.0011,99.61,27.70,[25.4 - 30.2%],0.1554,0.04,82.30,[78.9 - 85.2%],0.1564,97.06,0.20
JN024376-JN024385,JX976632-JX976641,100.00,[99.9 - 100%],0.0021,99.6,26.10,[23.8 - 28.6%],0.1659,0.02,80.30,[76.9 - 83.3%],0.1676,95.7,0.07
JN024376-JN024385,JX976642,100.00,[100 - 100%],0.0009,99.61,26.10,[23.7 - 28.5%],0.1664,0.02,80.40,[77 - 83.4%],0.1672,95.76,0.18
JN024376-JN024385,GQ999983,100.00,[100 - 100%],0.0009,99.61,26.10,[23.7 - 28.5%],0.1664,0.02,80.40,[77 - 83.4%],0.1672,95.76,0.18
JN024376-JN024385,JX976646-JX976652,100.00,[99.9 - 100%],0.0018,99.6,26.30,[24 - 28.8%],0.1646,0.02,80.60,[77.2 - 83.6%],0.1661,95.92,0.17
JN024376-JN024385,JX976659-JX976669,100.00,[99.9 - 100%],0.0019,99.6,26.30,[24 - 28.8%],0.1646,0.02,80.60,[77.2 - 83.6%],0.1662,95.9,0.01
