,,Formula 1,,,,Formula 2,,,,Formula 3,,,,G+C difference
JN024284-JN024292,GQ999974,99.60,[99.2 - 99.8%],0.0105,99.51,27.30,[25 - 29.8%],0.1579,0.03,80.50,[77.1 - 83.5%],0.1667,95.84,0.12
JN024284-JN024292,JX976717  JX976718  JX976719  JX976720,99.60,[99.2 - 99.8%],0.0103,99.51,27.50,[25.1 - 30%],0.1571,0.03,80.60,[77.3 - 83.6%],0.1658,95.96,0.12
JN024284-JN024292,JX976721,67.40,[63.6 - 71.1%],0.1973,67.36,27.90,[25.5 - 30.3%],0.1547,0.04,54.90,[51.8 - 58%],0.3214,9.28,0.29
JN024284-JN024292,JX976729  JX976730  JX976731,98.30,[97.1 - 99%],0.0266,99.27,27.60,[25.2 - 30.1%],0.1564,0.04,78.30,[74.9 - 81.4%],0.1788,93.77,0.12
JN024284-JN024292,JX976670  JX976671,99.60,[99.2 - 99.8%],0.0107,99.5,28.30,[26 - 30.8%],0.1516,0.05,81.50,[78.2 - 84.5%],0.1607,96.6,0.34
JN024284-JN024292,JX976672-JX976680,99.60,[99.2 - 99.8%],0.0109,99.5,28.30,[26 - 30.8%],0.1516,0.05,81.50,[78.1 - 84.4%],0.1609,96.58,0.31
JN024284-JN024292,GQ999991,96.20,[94.2 - 97.5%],0.0435,98.9,28.30,[26 - 30.8%],0.1517,0.05,76.60,[73.2 - 79.8%],0.1886,91.43,0.05
JN024284-JN024292,JX976684  JX976685,99.60,[99.1 - 99.8%],0.0111,99.5,28.30,[26 - 30.8%],0.1517,0.05,81.40,[78.1 - 84.4%],0.1612,96.54,0.35
JN024284-JN024292,JX976686-JX976693,99.10,[98.3 - 99.5%],0.0177,99.41,28.30,[25.9 - 30.8%],0.1520,0.05,80.40,[77 - 83.4%],0.1671,95.78,0.34
JN024284-JN024292,JX976681-JX976683,100.00,[100 - 100%],0.0010,99.61,29.10,[26.7 - 31.6%],0.1470,0.07,83.70,[80.5 - 86.5%],0.1479,97.8,0.32
JN024284-JN024292,JX976632-JX976641,99.70,[99.3 - 99.8%],0.0096,99.52,27.30,[24.9 - 29.8%],0.1582,0.03,80.50,[77.2 - 83.5%],0.1663,95.89,0.19
JN024284-JN024292,JX976642,99.50,[99.1 - 99.8%],0.0119,99.49,27.30,[24.9 - 29.7%],0.1584,0.03,80.20,[76.8 - 83.2%],0.1684,95.59,0.06
JN024284-JN024292,GQ999983,99.50,[99.1 - 99.8%],0.0119,99.49,27.30,[24.9 - 29.7%],0.1584,0.03,80.20,[76.8 - 83.2%],0.1684,95.59,0.06
JN024284-JN024292,JX976646-JX976652,99.60,[99.3 - 99.8%],0.0100,99.51,27.40,[25.1 - 29.9%],0.1573,0.03,80.60,[77.3 - 83.6%],0.1657,95.97,0.29
JN024284-JN024292,JX976659-JX976669,99.70,[99.4 - 99.9%],0.0092,99.52,27.50,[25.1 - 30%],0.1571,0.03,80.80,[77.4 - 83.8%],0.1649,96.08,0.13
