,,Formula 1,,,,Formula 2,,,,Formula 3,,,,G+C difference
JN024322 JN024323 JN024324 JN024325 JN024326 JN024327 JN024328 JN024329 JN024330 JN024498,JX976710  JX976711  JX976712  JX976713  JX976715  JX976716,99.60,[99.2 - 99.8%],0.0108,99.5,27.50,[25.1 - 30%],0.1571,0.03,80.60,[77.2 - 83.6%],0.1662,95.9,0.04
JN024322 JN024323 JN024324 JN024325 JN024326 JN024327 JN024328 JN024329 JN024330 JN024498,GQ999974,99.60,[99.2 - 99.8%],0.0106,99.51,27.30,[24.9 - 29.8%],0.1581,0.03,80.40,[77 - 83.4%],0.1670,95.79,0.05
JN024322 JN024323 JN024324 JN024325 JN024326 JN024327 JN024328 JN024329 JN024330 JN024498,JX976717  JX976718  JX976719  JX976720,99.60,[99.2 - 99.8%],0.0107,99.5,27.40,[25.1 - 29.9%],0.1572,0.03,80.60,[77.2 - 83.6%],0.1662,95.9,0.05
JN024322 JN024323 JN024324 JN024325 JN024326 JN024327 JN024328 JN024329 JN024330 JN024498,JX976721,67.10,[63.2 - 70.7%],0.1991,66.34,27.80,[25.4 - 30.3%],0.1551,0.04,54.60,[51.5 - 57.7%],0.3233,8.73,0.22
JN024322 JN024323 JN024324 JN024325 JN024326 JN024327 JN024328 JN024329 JN024330 JN024498,JX976729  JX976730  JX976731,98.40,[97.2 - 99%],0.0256,99.29,27.50,[25.2 - 30%],0.1566,0.03,78.50,[75 - 81.5%],0.1782,93.9,0.05
JN024322 JN024323 JN024324 JN024325 JN024326 JN024327 JN024328 JN024329 JN024330 JN024498,JX976670  JX976671,99.60,[99.2 - 99.8%],0.0110,99.5,28.30,[25.9 - 30.8%],0.1520,0.05,81.40,[78.1 - 84.4%],0.1613,96.53,0.41
JN024322 JN024323 JN024324 JN024325 JN024326 JN024327 JN024328 JN024329 JN024330 JN024498,JX976672-JX976680,99.60,[99.1 - 99.8%],0.0115,99.49,28.30,[26 - 30.8%],0.1517,0.05,81.40,[78 - 84.3%],0.1615,96.5,0.38
JN024322 JN024323 JN024324 JN024325 JN024326 JN024327 JN024328 JN024329 JN024330 JN024498,GQ999991,99.60,[99.1 - 99.8%],0.0115,99.49,28.00,[25.7 - 30.5%],0.1535,0.04,81.10,[77.7 - 84.1%],0.1632,96.3,0.12
JN024322 JN024323 JN024324 JN024325 JN024326 JN024327 JN024328 JN024329 JN024330 JN024498,JX976684  JX976685,99.60,[99.1 - 99.8%],0.0114,99.5,28.30,[25.9 - 30.8%],0.1521,0.05,81.30,[78 - 84.3%],0.1618,96.47,0.43
JN024322 JN024323 JN024324 JN024325 JN024326 JN024327 JN024328 JN024329 JN024330 JN024498,JX976686-JX976693,99.10,[98.3 - 99.5%],0.0180,99.41,28.30,[25.9 - 30.8%],0.1521,0.05,80.40,[77 - 83.4%],0.1674,95.74,0.41
JN024322 JN024323 JN024324 JN024325 JN024326 JN024327 JN024328 JN024329 JN024330 JN024498,JX976681-JX976683,100.00,[100 - 100%],0.0011,99.61,29.20,[26.8 - 31.7%],0.1466,0.07,83.80,[80.5 - 86.6%],0.1476,97.82,0.39
JN024322 JN024323 JN024324 JN024325 JN024326 JN024327 JN024328 JN024329 JN024330 JN024498,JX976632-JX976641,99.60,[99.2 - 99.8%],0.0103,99.51,27.30,[25 - 29.8%],0.1581,0.03,80.50,[77.1 - 83.5%],0.1668,95.83,0.26
JN024322 JN024323 JN024324 JN024325 JN024326 JN024327 JN024328 JN024329 JN024330 JN024498,JX976642,99.50,[99.1 - 99.8%],0.0120,99.49,27.30,[24.9 - 29.7%],0.1585,0.03,80.20,[76.7 - 83.2%],0.1686,95.57,0.01
JN024322 JN024323 JN024324 JN024325 JN024326 JN024327 JN024328 JN024329 JN024330 JN024498,GQ999983,99.50,[99.1 - 99.8%],0.0120,99.49,27.30,[24.9 - 29.7%],0.1585,0.03,80.20,[76.7 - 83.2%],0.1686,95.57,0.01
JN024322 JN024323 JN024324 JN024325 JN024326 JN024327 JN024328 JN024329 JN024330 JN024498,JX976646-JX976652,99.60,[99.2 - 99.8%],0.0107,99.5,27.50,[25.1 - 29.9%],0.1572,0.03,80.60,[77.2 - 83.6%],0.1661,95.91,0.36
JN024322 JN024323 JN024324 JN024325 JN024326 JN024327 JN024328 JN024329 JN024330 JN024498,JX976659-JX976669,99.60,[99.3 - 99.8%],0.0100,99.51,27.50,[25.1 - 30%],0.1570,0.03,80.70,[77.3 - 83.7%],0.1654,96.01,0.21
