,,Formula 1,,,,Formula 2,,,,Formula 3,,,,G+C difference
JN024255-JN024264,JX976717  JX976718  JX976719  JX976720,100.00,[99.9 - 100%],0.0024,99.59,26.20,[23.9 - 28.7%],0.1654,0.02,80.40,[77 - 83.4%],0.1674,95.73,0.11
JN024255-JN024264,JX976721,67.90,[64 - 71.5%],0.1949,68.63,27.80,[25.5 - 30.3%],0.1548,0.04,55.20,[52 - 58.3%],0.3195,9.85,0.05
JN024255-JN024264,JX976729  JX976730  JX976731,100.00,[99.9 - 100%],0.0018,99.6,27.40,[25.1 - 29.9%],0.1572,0.03,81.90,[78.5 - 84.8%],0.1588,96.81,0.12
JN024255-JN024264,JX976670  JX976671,100.00,[100 - 100%],0.0009,99.61,26.60,[24.3 - 29.1%],0.1625,0.02,81.10,[77.7 - 84%],0.1633,96.29,0.57
JN024255-JN024264,JX976672-JX976680,99.90,[99.8 - 100%],0.0037,99.58,26.70,[24.3 - 29.2%],0.1621,0.02,80.70,[77.4 - 83.7%],0.1652,96.04,0.54
JN024255-JN024264,GQ999991,100.00,[100 - 100%],0.0009,99.61,26.40,[24.1 - 28.9%],0.1641,0.02,80.80,[77.4 - 83.8%],0.1648,96.09,0.29
JN024255-JN024264,JX976684  JX976685,100.00,[100 - 100%],0.0014,99.61,26.60,[24.3 - 29.1%],0.1627,0.02,81.00,[77.6 - 84%],0.1638,96.22,0.59
JN024255-JN024264,JX976686-JX976693,99.90,[99.9 - 100%],0.0032,99.59,27.30,[25 - 29.8%],0.1580,0.03,81.50,[78.2 - 84.5%],0.1607,96.6,0.57
JN024255-JN024264,JX976681-JX976683,100.00,[100 - 100%],0.0011,99.61,28.00,[25.6 - 30.5%],0.1538,0.04,82.60,[79.2 - 85.4%],0.1547,97.22,0.55
JN024255-JN024264,JX976632-JX976641,100.00,[99.9 - 100%],0.0024,99.59,26.10,[23.8 - 28.6%],0.1662,0.02,80.20,[76.8 - 83.2%],0.1683,95.61,0.42
JN024255-JN024264,JX976642,100.00,[100 - 100%],0.0009,99.61,25.90,[23.6 - 28.4%],0.1674,0.02,80.20,[76.8 - 83.2%],0.1682,95.62,0.17
JN024255-JN024264,GQ999983,100.00,[100 - 100%],0.0009,99.61,25.90,[23.6 - 28.4%],0.1674,0.02,80.20,[76.8 - 83.2%],0.1682,95.62,0.17
JN024255-JN024264,JX976646-JX976652,100.00,[99.9 - 100%],0.0018,99.6,26.10,[23.8 - 28.6%],0.1661,0.02,80.30,[76.9 - 83.3%],0.1676,95.71,0.52
JN024255-JN024264,JX976659-JX976669,100.00,[99.9 - 100%],0.0019,99.6,26.20,[23.8 - 28.7%],0.1656,0.02,80.40,[77 - 83.4%],0.1672,95.76,0.37
