,,Formula 1,,,,Formula 2,,,,Formula 3,,,,G+C difference
JN024100 JN024101 JN024103 JN024104 JN024105 JN024106 JN024107 JN024108 JN024109,JX976721,62.50,[58.8 - 66.1%],0.2249,51.14,28.40,[26 - 30.9%],0.1515,0.05,52.00,[48.9 - 55.1%],0.3424,4.68,0.29
JN024100 JN024101 JN024103 JN024104 JN024105 JN024106 JN024107 JN024108 JN024109,JX976729  JX976730  JX976731,100.00,[100 - 100%],0.0008,99.61,28.30,[26 - 30.8%],0.1518,0.05,83.00,[79.7 - 85.8%],0.1524,97.43,0.11
JN024100 JN024101 JN024103 JN024104 JN024105 JN024106 JN024107 JN024108 JN024109,JX976670  JX976671,100.00,[100 - 100%],0.0004,99.61,27.30,[25 - 29.8%],0.1579,0.03,82.00,[78.6 - 84.9%],0.1582,96.87,0.34
JN024100 JN024101 JN024103 JN024104 JN024105 JN024106 JN024107 JN024108 JN024109,JX976672-JX976680,100.00,[100 - 100%],0.0015,99.6,27.40,[25 - 29.9%],0.1578,0.03,81.80,[78.5 - 84.8%],0.1590,96.79,0.31
JN024100 JN024101 JN024103 JN024104 JN024105 JN024106 JN024107 JN024108 JN024109,GQ999991,100.00,[100 - 100%],0.0007,99.61,27.10,[24.8 - 29.6%],0.1594,0.03,81.70,[78.3 - 84.6%],0.1599,96.69,0.06
JN024100 JN024101 JN024103 JN024104 JN024105 JN024106 JN024107 JN024108 JN024109,JX976684  JX976685,100.00,[100 - 100%],0.0013,99.61,27.30,[24.9 - 29.8%],0.1582,0.03,81.80,[78.4 - 84.7%],0.1594,96.75,0.36
JN024100 JN024101 JN024103 JN024104 JN024105 JN024106 JN024107 JN024108 JN024109,JX976686-JX976693,100.00,[100 - 100%],0.0012,99.61,28.00,[25.6 - 30.5%],0.1540,0.04,82.50,[79.2 - 85.4%],0.1550,97.19,0.34
JN024100 JN024101 JN024103 JN024104 JN024105 JN024106 JN024107 JN024108 JN024109,JX976681-JX976683,100.00,[100 - 100%],0.0006,99.61,28.50,[26.2 - 31%],0.1504,0.06,83.20,[79.9 - 86.1%],0.1510,97.55,0.32
JN024100 JN024101 JN024103 JN024104 JN024105 JN024106 JN024107 JN024108 JN024109,JX976632-JX976641,100.00,[100 - 100%],0.0009,99.61,26.00,[23.7 - 28.5%],0.1668,0.02,80.30,[76.9 - 83.3%],0.1675,95.72,0.19
JN024100 JN024101 JN024103 JN024104 JN024105 JN024106 JN024107 JN024108 JN024109,JX976642,100.00,[100 - 100%],0.0003,99.62,25.90,[23.6 - 28.4%],0.1675,0.01,80.30,[76.9 - 83.3%],0.1678,95.68,0.06
JN024100 JN024101 JN024103 JN024104 JN024105 JN024106 JN024107 JN024108 JN024109,GQ999983,100.00,[100 - 100%],0.0003,99.62,25.90,[23.6 - 28.4%],0.1675,0.01,80.30,[76.9 - 83.3%],0.1678,95.68,0.06
JN024100 JN024101 JN024103 JN024104 JN024105 JN024106 JN024107 JN024108 JN024109,JX976646-JX976652,100.00,[100 - 100%],0.0005,99.61,26.30,[23.9 - 28.7%],0.1651,0.02,80.70,[77.3 - 83.7%],0.1656,95.99,0.29
JN024100 JN024101 JN024103 JN024104 JN024105 JN024106 JN024107 JN024108 JN024109,JX976659-JX976669,100.00,[100 - 100%],0.0005,99.61,26.20,[23.9 - 28.7%],0.1652,0.02,80.70,[77.3 - 83.7%],0.1657,95.98,0.14
