,,Formula 1,,,,Formula 2,,,,Formula 3,,,,G+C difference
JN024265 JN024266 JN024267 JN024268 JN024269 JN024270 JN024271 JN024272 JN024273 JN024521,JN024159  JN024160  JN024161  JN024162  JN024163  JN024164  JN024535  JN024536  JN024572,100.00,[100 - 100%],0.0006,99.61,43.70,[41.1 - 46.2%],0.0881,6.27,93.00,[90.7 - 94.8%],0.0886,99.72,0.32
JN024265 JN024266 JN024267 JN024268 JN024269 JN024270 JN024271 JN024272 JN024273 JN024521,JN024165  JN024166  JN024167  JN024168  JN024169  JN024170  JN024171  JN024172  JN024173  JN024495  JN024537,100.00,[100 - 100%],0.0002,99.62,45.20,[42.7 - 47.8%],0.0836,8.6,93.70,[91.5 - 95.3%],0.0838,99.76,0.31
JN024265 JN024266 JN024267 JN024268 JN024269 JN024270 JN024271 JN024272 JN024273 JN024521,JN024174  JN024175  JN024176  JN024177  JN024179  JN024180  JN024181,100.00,[100 - 100%],0.0000,99.62,43.40,[40.9 - 45.9%],0.0889,5.91,93.00,[90.7 - 94.8%],0.0889,99.72,0.30
JN024265 JN024266 JN024267 JN024268 JN024269 JN024270 JN024271 JN024272 JN024273 JN024521,JN024182  JN024183  JN024184  JN024185  JN024186  JN024524  JN024525  JN024526  JN024527  JN024528,100.00,[100 - 100%],0.0008,99.61,45.60,[43.1 - 48.2%],0.0826,9.24,93.70,[91.5 - 95.4%],0.0834,99.77,0.32
JN024265 JN024266 JN024267 JN024268 JN024269 JN024270 JN024271 JN024272 JN024273 JN024521,JN024187  JN024188  JN024189  JN024190  JN024191  JN024192  JN024529  JN024530  JN024531  JN024532,100.00,[100 - 100%],0.0000,99.62,43.20,[40.7 - 45.7%],0.0895,5.66,92.90,[90.6 - 94.7%],0.0895,99.71,0.33
JN024265 JN024266 JN024267 JN024268 JN024269 JN024270 JN024271 JN024272 JN024273 JN024521,JN024193-JN024202,100.00,[100 - 100%],0.0002,99.62,43.00,[40.5 - 45.5%],0.0900,5.45,92.80,[90.4 - 94.6%],0.0902,99.7,0.34
JN024265 JN024266 JN024267 JN024268 JN024269 JN024270 JN024271 JN024272 JN024273 JN024521,JX976707  JX976708  JX976709,100.00,[99.9 - 100%],0.0018,99.6,26.40,[24.1 - 28.9%],0.1639,0.02,80.70,[77.3 - 83.7%],0.1654,96.01,0.25
JN024265 JN024266 JN024267 JN024268 JN024269 JN024270 JN024271 JN024272 JN024273 JN024521,JX976710  JX976711  JX976712  JX976713  JX976715  JX976716,99.90,[99.9 - 100%],0.0033,99.59,26.50,[24.1 - 29%],0.1635,0.02,80.60,[77.2 - 83.6%],0.1662,95.9,0.26
JN024265 JN024266 JN024267 JN024268 JN024269 JN024270 JN024271 JN024272 JN024273 JN024521,GQ999974,100.00,[100 - 100%],0.0009,99.61,26.30,[24 - 28.8%],0.1646,0.02,80.70,[77.3 - 83.7%],0.1653,96.02,0.17
JN024265 JN024266 JN024267 JN024268 JN024269 JN024270 JN024271 JN024272 JN024273 JN024521,JX976717  JX976718  JX976719  JX976720,100.00,[99.9 - 100%],0.0025,99.59,26.40,[24 - 28.9%],0.1644,0.02,80.50,[77.1 - 83.5%],0.1664,95.87,0.17
JN024265 JN024266 JN024267 JN024268 JN024269 JN024270 JN024271 JN024272 JN024273 JN024521,JX976721,67.90,[64 - 71.5%],0.1949,68.62,28.00,[25.6 - 30.5%],0.1540,0.04,55.30,[52.1 - 58.4%],0.3189,10.05,0.00
JN024265 JN024266 JN024267 JN024268 JN024269 JN024270 JN024271 JN024272 JN024273 JN024521,JX976729  JX976730  JX976731,100.00,[99.9 - 100%],0.0018,99.6,27.60,[25.2 - 30.1%],0.1563,0.04,82.00,[78.7 - 84.9%],0.1578,96.91,0.17
JN024265 JN024266 JN024267 JN024268 JN024269 JN024270 JN024271 JN024272 JN024273 JN024521,JX976670  JX976671,100.00,[100 - 100%],0.0009,99.61,26.80,[24.4 - 29.3%],0.1616,0.02,81.20,[77.9 - 84.2%],0.1624,96.4,0.63
JN024265 JN024266 JN024267 JN024268 JN024269 JN024270 JN024271 JN024272 JN024273 JN024521,JX976672-JX976680,99.90,[99.8 - 100%],0.0037,99.58,26.90,[24.5 - 29.3%],0.1611,0.02,80.90,[77.5 - 83.9%],0.1642,96.17,0.60
JN024265 JN024266 JN024267 JN024268 JN024269 JN024270 JN024271 JN024272 JN024273 JN024521,GQ999991,100.00,[100 - 100%],0.0009,99.61,26.50,[24.2 - 29%],0.1632,0.02,81.00,[77.6 - 83.9%],0.1639,96.2,0.34
JN024265 JN024266 JN024267 JN024268 JN024269 JN024270 JN024271 JN024272 JN024273 JN024521,JX976684  JX976685,100.00,[100 - 100%],0.0014,99.61,26.70,[24.4 - 29.2%],0.1618,0.02,81.10,[77.8 - 84.1%],0.1629,96.33,0.64
JN024265 JN024266 JN024267 JN024268 JN024269 JN024270 JN024271 JN024272 JN024273 JN024521,JX976686-JX976693,99.90,[99.9 - 100%],0.0032,99.59,27.40,[25.1 - 29.9%],0.1573,0.03,81.70,[78.3 - 84.6%],0.1600,96.68,0.63
JN024265 JN024266 JN024267 JN024268 JN024269 JN024270 JN024271 JN024272 JN024273 JN024521,JX976681-JX976683,100.00,[100 - 100%],0.0011,99.61,28.10,[25.7 - 30.6%],0.1533,0.04,82.70,[79.3 - 85.5%],0.1542,97.27,0.61
JN024265 JN024266 JN024267 JN024268 JN024269 JN024270 JN024271 JN024272 JN024273 JN024521,JX976632-JX976641,100.00,[99.9 - 100%],0.0025,99.59,26.20,[23.8 - 28.7%],0.1657,0.02,80.30,[76.9 - 83.3%],0.1678,95.68,0.48
JN024265 JN024266 JN024267 JN024268 JN024269 JN024270 JN024271 JN024272 JN024273 JN024521,JX976642,100.00,[100 - 100%],0.0009,99.61,26.00,[23.7 - 28.5%],0.1669,0.02,80.30,[76.9 - 83.3%],0.1676,95.7,0.23
JN024265 JN024266 JN024267 JN024268 JN024269 JN024270 JN024271 JN024272 JN024273 JN024521,GQ999983,100.00,[100 - 100%],0.0009,99.61,26.00,[23.7 - 28.5%],0.1669,0.02,80.30,[76.9 - 83.3%],0.1676,95.7,0.23
JN024265 JN024266 JN024267 JN024268 JN024269 JN024270 JN024271 JN024272 JN024273 JN024521,JX976646-JX976652,100.00,[99.9 - 100%],0.0018,99.6,26.20,[23.9 - 28.7%],0.1654,0.02,80.40,[77.1 - 83.4%],0.1669,95.81,0.58
JN024265 JN024266 JN024267 JN024268 JN024269 JN024270 JN024271 JN024272 JN024273 JN024521,JX976659-JX976669,100.00,[99.9 - 100%],0.0019,99.6,26.30,[23.9 - 28.8%],0.1649,0.02,80.50,[77.1 - 83.5%],0.1666,95.85,0.43
