,,Formula 1,,,,Formula 2,,,,Formula 3,,,,G+C difference
JN024223 JN024224 JN024226 JN024227 JN024228 JN024229 JN024230 JN024231 JN024232 JN024233 JN024234 JN024235 JN024496 JN024497,JN024313-JN024321,100.00,[100 - 100%],0.0014,99.6,42.20,[39.7 - 44.8%],0.0923,4.62,92.30,[89.9 - 94.2%],0.0936,99.67,0.26
JN024223 JN024224 JN024226 JN024227 JN024228 JN024229 JN024230 JN024231 JN024232 JN024233 JN024234 JN024235 JN024496 JN024497,JN024322  JN024323  JN024324  JN024325  JN024326  JN024327  JN024328  JN024329  JN024330  JN024498,100.00,[99.9 - 100%],0.0021,99.6,42.20,[39.7 - 44.7%],0.0925,4.55,92.20,[89.8 - 94.1%],0.0944,99.66,0.21
JN024223 JN024224 JN024226 JN024227 JN024228 JN024229 JN024230 JN024231 JN024232 JN024233 JN024234 JN024235 JN024496 JN024497,JN024331  JN024332  JN024333  JN024334  JN024335  JN024336  JN024337  JN024338  JN024499  JN024500,100.00,[99.9 - 100%],0.0021,99.6,42.30,[39.8 - 44.9%],0.0919,4.73,92.30,[89.9 - 94.2%],0.0939,99.66,0.20
JN024223 JN024224 JN024226 JN024227 JN024228 JN024229 JN024230 JN024231 JN024232 JN024233 JN024234 JN024235 JN024496 JN024497,JN024100  JN024101  JN024103  JN024104  JN024105  JN024106  JN024107  JN024108  JN024109,100.00,[100 - 100%],0.0001,99.62,44.40,[41.8 - 46.9%],0.0860,7.25,93.40,[91.1 - 95.1%],0.0861,99.74,0.27
JN024223 JN024224 JN024226 JN024227 JN024228 JN024229 JN024230 JN024231 JN024232 JN024233 JN024234 JN024235 JN024496 JN024497,JN024110-JN024119,100.00,[100 - 100%],0.0013,99.61,44.10,[41.6 - 46.7%],0.0866,6.94,93.10,[90.8 - 94.9%],0.0879,99.73,0.29
JN024223 JN024224 JN024226 JN024227 JN024228 JN024229 JN024230 JN024231 JN024232 JN024233 JN024234 JN024235 JN024496 JN024497,JN024120-JN024129,100.00,[100 - NaN%],0.0000,99.62,44.40,[41.8 - 46.9%],0.0860,7.25,93.40,[91.1 - 95.1%],0.0860,99.74,0.32
JN024223 JN024224 JN024226 JN024227 JN024228 JN024229 JN024230 JN024231 JN024232 JN024233 JN024234 JN024235 JN024496 JN024497,JN024130-JN024138,100.00,[100 - 100%],0.0014,99.6,43.90,[41.4 - 46.5%],0.0873,6.6,93.00,[90.7 - 94.8%],0.0886,99.72,0.28
JN024223 JN024224 JN024226 JN024227 JN024228 JN024229 JN024230 JN024231 JN024232 JN024233 JN024234 JN024235 JN024496 JN024497,JN024139-JN024148,100.00,[100 - NaN%],0.0000,99.62,44.30,[41.8 - 46.9%],0.0861,7.22,93.40,[91.1 - 95.1%],0.0861,99.74,0.33
JN024223 JN024224 JN024226 JN024227 JN024228 JN024229 JN024230 JN024231 JN024232 JN024233 JN024234 JN024235 JN024496 JN024497,JN024149  JN024150  JN024151  JN024152  JN024153  JN024154  JN024155  JN024156  JN024157  JN024158  JN024493  JN024494  JN024533  JN024534,100.00,[99.9 - 100%],0.0018,99.6,44.10,[41.6 - 46.7%],0.0868,6.87,93.00,[90.7 - 94.8%],0.0884,99.72,0.35
JN024223 JN024224 JN024226 JN024227 JN024228 JN024229 JN024230 JN024231 JN024232 JN024233 JN024234 JN024235 JN024496 JN024497,JN024159  JN024160  JN024161  JN024162  JN024163  JN024164  JN024535  JN024536  JN024572,100.00,[100 - NaN%],0.0000,99.62,44.10,[41.6 - 46.7%],0.0867,6.9,93.30,[91 - 95%],0.0867,99.74,0.30
JN024223 JN024224 JN024226 JN024227 JN024228 JN024229 JN024230 JN024231 JN024232 JN024233 JN024234 JN024235 JN024496 JN024497,JN024165  JN024166  JN024167  JN024168  JN024169  JN024170  JN024171  JN024172  JN024173  JN024495  JN024537,100.00,[100 - NaN%],0.0000,99.62,46.00,[43.4 - 48.6%],0.0816,9.87,93.90,[91.8 - 95.6%],0.0816,99.78,0.30
JN024223 JN024224 JN024226 JN024227 JN024228 JN024229 JN024230 JN024231 JN024232 JN024233 JN024234 JN024235 JN024496 JN024497,JN024174  JN024175  JN024176  JN024177  JN024179  JN024180  JN024181,100.00,[99.9 - 100%],0.0023,99.6,43.80,[41.3 - 46.3%],0.0877,6.44,92.90,[90.5 - 94.7%],0.0898,99.71,0.28
JN024223 JN024224 JN024226 JN024227 JN024228 JN024229 JN024230 JN024231 JN024232 JN024233 JN024234 JN024235 JN024496 JN024497,JN024182  JN024183  JN024184  JN024185  JN024186  JN024524  JN024525  JN024526  JN024527  JN024528,100.00,[100 - 100%],0.0001,99.62,46.40,[43.8 - 49%],0.0805,10.69,94.10,[92 - 95.7%],0.0806,99.79,0.30
JN024223 JN024224 JN024226 JN024227 JN024228 JN024229 JN024230 JN024231 JN024232 JN024233 JN024234 JN024235 JN024496 JN024497,JN024187  JN024188  JN024189  JN024190  JN024191  JN024192  JN024529  JN024530  JN024531  JN024532,100.00,[99.9 - 100%],0.0021,99.6,43.60,[41.1 - 46.1%],0.0883,6.17,92.80,[90.4 - 94.6%],0.0902,99.7,0.32
JN024223 JN024224 JN024226 JN024227 JN024228 JN024229 JN024230 JN024231 JN024232 JN024233 JN024234 JN024235 JN024496 JN024497,JN024193-JN024202,100.00,[100 - 100%],0.0001,99.62,43.40,[40.9 - 45.9%],0.0889,5.91,93.00,[90.6 - 94.8%],0.0890,99.71,0.33
JN024223 JN024224 JN024226 JN024227 JN024228 JN024229 JN024230 JN024231 JN024232 JN024233 JN024234 JN024235 JN024496 JN024497,JX976707  JX976708  JX976709,100.00,[100 - 100%],0.0011,99.61,26.60,[24.3 - 29.1%],0.1627,0.02,81.00,[77.6 - 84%],0.1636,96.24,0.24
JN024223 JN024224 JN024226 JN024227 JN024228 JN024229 JN024230 JN024231 JN024232 JN024233 JN024234 JN024235 JN024496 JN024497,JX976710  JX976711  JX976712  JX976713  JX976715  JX976716,100.00,[99.9 - 100%],0.0018,99.6,26.60,[24.3 - 29.1%],0.1625,0.02,80.90,[77.6 - 83.9%],0.1640,96.2,0.25
JN024223 JN024224 JN024226 JN024227 JN024228 JN024229 JN024230 JN024231 JN024232 JN024233 JN024234 JN024235 JN024496 JN024497,GQ999974,100.00,[100 - 100%],0.0007,99.61,26.50,[24.2 - 29%],0.1634,0.02,80.90,[77.6 - 83.9%],0.1640,96.19,0.16
JN024223 JN024224 JN024226 JN024227 JN024228 JN024229 JN024230 JN024231 JN024232 JN024233 JN024234 JN024235 JN024496 JN024497,JX976717  JX976718  JX976719  JX976720,100.00,[100 - 100%],0.0014,99.6,26.50,[24.2 - 29%],0.1634,0.02,80.80,[77.5 - 83.8%],0.1646,96.12,0.16
JN024223 JN024224 JN024226 JN024227 JN024228 JN024229 JN024230 JN024231 JN024232 JN024233 JN024234 JN024235 JN024496 JN024497,JX976721,67.30,[63.4 - 70.9%],0.1983,66.81,28.20,[25.9 - 30.7%],0.1523,0.05,55.10,[51.9 - 58.2%],0.3204,9.58,0.01
JN024223 JN024224 JN024226 JN024227 JN024228 JN024229 JN024230 JN024231 JN024232 JN024233 JN024234 JN024235 JN024496 JN024497,JX976729  JX976730  JX976731,100.00,[100 - 100%],0.0010,99.61,27.80,[25.4 - 30.3%],0.1552,0.04,82.30,[79 - 85.2%],0.1561,97.09,0.16
JN024223 JN024224 JN024226 JN024227 JN024228 JN024229 JN024230 JN024231 JN024232 JN024233 JN024234 JN024235 JN024496 JN024497,JX976670  JX976671,100.00,[100 - 100%],0.0006,99.61,26.90,[24.6 - 29.4%],0.1607,0.03,81.40,[78.1 - 84.4%],0.1612,96.54,0.62
JN024223 JN024224 JN024226 JN024227 JN024228 JN024229 JN024230 JN024231 JN024232 JN024233 JN024234 JN024235 JN024496 JN024497,JX976672-JX976680,100.00,[99.9 - 100%],0.0020,99.6,26.90,[24.6 - 29.4%],0.1606,0.03,81.20,[77.9 - 84.2%],0.1623,96.41,0.59
JN024223 JN024224 JN024226 JN024227 JN024228 JN024229 JN024230 JN024231 JN024232 JN024233 JN024234 JN024235 JN024496 JN024497,GQ999991,100.00,[100 - 100%],0.0007,99.61,26.70,[24.3 - 29.2%],0.1622,0.02,81.20,[77.8 - 84.1%],0.1628,96.34,0.33
JN024223 JN024224 JN024226 JN024227 JN024228 JN024229 JN024230 JN024231 JN024232 JN024233 JN024234 JN024235 JN024496 JN024497,JX976684  JX976685,100.00,[100 - 100%],0.0011,99.61,26.90,[24.5 - 29.4%],0.1609,0.02,81.30,[78 - 84.3%],0.1617,96.47,0.63
JN024223 JN024224 JN024226 JN024227 JN024228 JN024229 JN024230 JN024231 JN024232 JN024233 JN024234 JN024235 JN024496 JN024497,JX976686-JX976693,100.00,[99.9 - 100%],0.0016,99.6,27.70,[25.3 - 30.1%],0.1559,0.04,82.10,[78.8 - 85%],0.1572,96.97,0.61
JN024223 JN024224 JN024226 JN024227 JN024228 JN024229 JN024230 JN024231 JN024232 JN024233 JN024234 JN024235 JN024496 JN024497,JX976681-JX976683,100.00,[100 - 100%],0.0007,99.61,28.30,[25.9 - 30.8%],0.1521,0.05,82.90,[79.6 - 85.8%],0.1527,97.41,0.59
JN024223 JN024224 JN024226 JN024227 JN024228 JN024229 JN024230 JN024231 JN024232 JN024233 JN024234 JN024235 JN024496 JN024497,JX976632-JX976641,100.00,[100 - 100%],0.0007,99.61,26.30,[23.9 - 28.8%],0.1650,0.02,80.70,[77.3 - 83.7%],0.1656,95.99,0.47
JN024223 JN024224 JN024226 JN024227 JN024228 JN024229 JN024230 JN024231 JN024232 JN024233 JN024234 JN024235 JN024496 JN024497,JX976642,100.00,[100 - 100%],0.0004,99.61,26.20,[23.8 - 28.7%],0.1657,0.02,80.60,[77.2 - 83.6%],0.1660,95.93,0.22
JN024223 JN024224 JN024226 JN024227 JN024228 JN024229 JN024230 JN024231 JN024232 JN024233 JN024234 JN024235 JN024496 JN024497,GQ999983,100.00,[100 - 100%],0.0004,99.61,26.20,[23.8 - 28.7%],0.1657,0.02,80.60,[77.2 - 83.6%],0.1660,95.93,0.22
JN024223 JN024224 JN024226 JN024227 JN024228 JN024229 JN024230 JN024231 JN024232 JN024233 JN024234 JN024235 JN024496 JN024497,JX976646-JX976652,100.00,[100 - 100%],0.0005,99.61,26.40,[24 - 28.8%],0.1645,0.02,80.80,[77.4 - 83.8%],0.1649,96.08,0.57
JN024223 JN024224 JN024226 JN024227 JN024228 JN024229 JN024230 JN024231 JN024232 JN024233 JN024234 JN024235 JN024496 JN024497,JX976659-JX976669,100.00,[100 - 100%],0.0004,99.61,26.40,[24 - 28.9%],0.1642,0.02,80.80,[77.5 - 83.8%],0.1646,96.12,0.41
